學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,畢業生數小計,畢業生數男,畢業生數女,畢業生取得輔系資格人數小計,畢業生取得輔系資格人數男,畢業生取得輔系資格人數女,畢業生取得雙主修資格人數小計,畢業生取得雙主修資格人數男,畢業生取得雙主修資格人數女
109,私立,一般大學,1001,東海大學,學士班(日間),2853,1220,1633,45,14,31,49,13,36
109,私立,一般大學,1001,東海大學,學士班(進修),68,29,39,0,0,0,0,0,0
109,私立,一般大學,1001,東海大學,碩士班(日間),330,162,168,0,0,0,0,0,0
109,私立,一般大學,1001,東海大學,碩士在職專班,211,91,120,0,0,0,0,0,0
109,私立,一般大學,1001,東海大學,博士班,31,16,15,0,0,0,0,0,0
109,私立,一般大學,1002,輔仁大學,學士班(日間),3967,1583,2384,286,64,222,60,16,44
109,私立,一般大學,1002,輔仁大學,學士班(進修),794,284,510,12,2,10,4,2,2
109,私立,一般大學,1002,輔仁大學,碩士班(日間),563,232,331,0,0,0,0,0,0
109,私立,一般大學,1002,輔仁大學,碩士在職專班,367,164,203,0,0,0,0,0,0
109,私立,一般大學,1002,輔仁大學,博士班,63,36,27,0,0,0,0,0,0
109,私立,一般大學,1003,東吳大學,學士班(日間),2646,974,1672,91,28,63,121,35,86
109,私立,一般大學,1003,東吳大學,學士班(進修),162,51,111,0,0,0,1,0,1
109,私立,一般大學,1003,東吳大學,碩士班(日間),317,134,183,0,0,0,0,0,0
109,私立,一般大學,1003,東吳大學,碩士在職專班,224,82,142,0,0,0,0,0,0
109,私立,一般大學,1003,東吳大學,博士班,7,5,2,0,0,0,0,0,0
109,私立,一般大學,1004,中原大學,學士班(日間),3000,1590,1410,121,18,103,15,4,11
109,私立,一般大學,1004,中原大學,碩士班(日間),590,335,255,0,0,0,0,0,0
109,私立,一般大學,1004,中原大學,碩士在職專班,270,157,113,0,0,0,0,0,0
109,私立,一般大學,1004,中原大學,博士班,53,38,15,0,0,0,0,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),4422,2104,2318,113,19,94,42,12,30
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),254,127,127,0,0,0,0,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),599,364,235,0,0,0,0,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,224,98,126,0,0,0,0,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,43,28,15,0,0,0,0,0,0
109,私立,一般大學,1006,中國文化大學,學士班(日間),3985,1802,2183,57,19,38,50,17,33
109,私立,一般大學,1006,中國文化大學,學士班(進修),280,100,180,1,0,1,1,0,1
109,私立,一般大學,1006,中國文化大學,碩士班(日間),345,149,196,2,1,1,0,0,0
109,私立,一般大學,1006,中國文化大學,碩士在職專班,148,49,99,0,0,0,0,0,0
109,私立,一般大學,1006,中國文化大學,博士班,41,26,15,0,0,0,0,0,0
109,私立,一般大學,1007,逢甲大學,學士班(日間),3866,2304,1562,18,6,12,3,0,3
109,私立,一般大學,1007,逢甲大學,學士班(進修),161,89,72,1,1,0,0,0,0
109,私立,一般大學,1007,逢甲大學,碩士班(日間),599,410,189,0,0,0,0,0,0
109,私立,一般大學,1007,逢甲大學,碩士在職專班,314,201,113,0,0,0,0,0,0
109,私立,一般大學,1007,逢甲大學,博士班,77,56,21,0,0,0,0,0,0
109,私立,一般大學,1008,靜宜大學,學士班(日間),2403,815,1588,59,6,53,65,19,46
109,私立,一般大學,1008,靜宜大學,碩士班(日間),179,57,122,0,0,0,0,0,0
109,私立,一般大學,1008,靜宜大學,碩士在職專班,72,31,41,0,0,0,0,0,0
109,私立,一般大學,1008,靜宜大學,博士班,1,1,0,0,0,0,0,0,0
109,私立,一般大學,1009,長庚大學,學士班(日間),1096,524,572,11,1,10,52,34,18
109,私立,一般大學,1009,長庚大學,碩士班(日間),390,204,186,0,0,0,0,0,0
109,私立,一般大學,1009,長庚大學,碩士在職專班,68,24,44,0,0,0,0,0,0
109,私立,一般大學,1009,長庚大學,博士班,60,43,17,0,0,0,0,0,0
109,私立,一般大學,1010,元智大學,學士班(日間),1611,887,724,8,3,5,1,0,1
109,私立,一般大學,1010,元智大學,碩士班(日間),331,223,108,0,0,0,0,0,0
109,私立,一般大學,1010,元智大學,碩士在職專班,141,81,60,0,0,0,0,0,0
109,私立,一般大學,1010,元智大學,博士班,33,23,10,0,0,0,0,0,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),705,432,273,1,0,1,1,0,1
109,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),152,111,41,0,0,0,0,0,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),150,76,74,0,0,0,0,0,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,53,34,19,0,0,0,0,0,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,11,8,3,0,0,0,0,0,0
109,私立,一般大學,1012,大葉大學,學士班(日間),1456,782,674,6,1,5,3,2,1
109,私立,一般大學,1012,大葉大學,學士班(進修),218,89,129,0,0,0,0,0,0
109,私立,一般大學,1012,大葉大學,碩士班(日間),230,103,127,0,0,0,0,0,0
109,私立,一般大學,1012,大葉大學,碩士在職專班,219,94,125,0,0,0,0,0,0
109,私立,一般大學,1012,大葉大學,博士班,22,12,10,0,0,0,0,0,0
109,私立,一般大學,1013,華梵大學,學士班(日間),173,85,88,0,0,0,1,0,1
109,私立,一般大學,1013,華梵大學,碩士班(日間),48,28,20,0,0,0,0,0,0
109,私立,一般大學,1013,華梵大學,碩士在職專班,35,13,22,0,0,0,0,0,0
109,私立,一般大學,1013,華梵大學,博士班,5,3,2,0,0,0,0,0,0
109,私立,一般大學,1014,義守大學,學士班(日間),2547,1213,1334,10,1,9,0,0,0
109,私立,一般大學,1014,義守大學,學士班(進修),429,265,164,0,0,0,0,0,0
109,私立,一般大學,1014,義守大學,碩士班(日間),148,85,63,0,0,0,0,0,0
109,私立,一般大學,1014,義守大學,碩士在職專班,123,75,48,0,0,0,0,0,0
109,私立,一般大學,1014,義守大學,博士班,19,15,4,0,0,0,0,0,0
109,私立,一般大學,1015,世新大學,學士班(日間),2173,701,1472,108,16,92,26,2,24
109,私立,一般大學,1015,世新大學,學士班(進修),85,34,51,0,0,0,0,0,0
109,私立,一般大學,1015,世新大學,碩士班(日間),184,72,112,0,0,0,0,0,0
109,私立,一般大學,1015,世新大學,碩士在職專班,142,80,62,0,0,0,0,0,0
109,私立,一般大學,1015,世新大學,博士班,14,7,7,0,0,0,0,0,0
109,私立,一般大學,1016,銘傳大學,學士班(日間),3736,1301,2435,27,8,19,5,0,5
109,私立,一般大學,1016,銘傳大學,碩士班(日間),218,84,134,0,0,0,0,0,0
109,私立,一般大學,1016,銘傳大學,碩士在職專班,237,101,136,0,0,0,0,0,0
109,私立,一般大學,1016,銘傳大學,博士班,12,6,6,0,0,0,0,0,0
109,私立,一般大學,1017,實踐大學,學士班(日間),2199,671,1528,10,1,9,3,1,2
109,私立,一般大學,1017,實踐大學,學士班(進修),423,124,299,0,0,0,0,0,0
109,私立,一般大學,1017,實踐大學,碩士班(日間),102,36,66,0,0,0,0,0,0
109,私立,一般大學,1017,實踐大學,碩士在職專班,31,11,20,0,0,0,0,0,0
109,私立,一般大學,1017,實踐大學,博士班,2,1,1,0,0,0,0,0,0
109,私立,技專校院,1018,朝陽科技大學,學士班(日間),2583,1052,1531,21,3,18,2,1,1
109,私立,技專校院,1018,朝陽科技大學,學士班(進修),567,293,274,2,0,2,0,0,0
109,私立,技專校院,1018,朝陽科技大學,碩士班(日間),226,126,100,0,0,0,0,0,0
109,私立,技專校院,1018,朝陽科技大學,碩士在職專班,84,43,41,0,0,0,0,0,0
109,私立,技專校院,1018,朝陽科技大學,博士班,17,12,5,0,0,0,0,0,0
109,私立,一般大學,1019,高雄醫學大學,學士班(日間),1158,481,677,5,0,5,12,2,10
109,私立,一般大學,1019,高雄醫學大學,學士班(進修),12,0,12,0,0,0,0,0,0
109,私立,一般大學,1019,高雄醫學大學,碩士班(日間),240,66,174,0,0,0,0,0,0
109,私立,一般大學,1019,高雄醫學大學,碩士在職專班,71,25,46,0,0,0,0,0,0
109,私立,一般大學,1019,高雄醫學大學,博士班,55,32,23,0,0,0,0,0,0
109,私立,一般大學,1020,南華大學,學士班(日間),780,336,444,0,0,0,0,0,0
109,私立,一般大學,1020,南華大學,學士班(進修),70,39,31,0,0,0,0,0,0
109,私立,一般大學,1020,南華大學,碩士班(日間),198,73,125,0,0,0,0,0,0
109,私立,一般大學,1020,南華大學,碩士在職專班,111,44,67,0,0,0,0,0,0
109,私立,一般大學,1020,南華大學,博士班,4,3,1,0,0,0,0,0,0
109,私立,一般大學,1021,真理大學,學士班(日間),877,438,439,6,1,5,2,2,0
109,私立,一般大學,1021,真理大學,學士班(進修),30,24,6,0,0,0,0,0,0
109,私立,一般大學,1021,真理大學,碩士班(日間),28,18,10,0,0,0,0,0,0
109,私立,一般大學,1021,真理大學,碩士在職專班,9,5,4,0,0,0,0,0,0
109,私立,一般大學,1022,大同大學,學士班(日間),783,435,348,0,0,0,0,0,0
109,私立,一般大學,1022,大同大學,碩士班(日間),94,71,23,0,0,0,0,0,0
109,私立,一般大學,1022,大同大學,碩士在職專班,32,26,6,0,0,0,0,0,0
109,私立,一般大學,1022,大同大學,博士班,15,7,8,0,0,0,0,0,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,14,12,2,0,0,0,0,0,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),2928,1612,1316,8,3,5,0,0,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),804,465,339,1,0,1,0,0,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),256,149,107,0,0,0,0,0,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,119,57,62,0,0,0,0,0,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,20,15,5,0,0,0,0,0,0
109,私立,技專校院,1024,崑山科技大學,二專(進修),19,7,12,0,0,0,0,0,0
109,私立,技專校院,1024,崑山科技大學,學士班(日間),1544,910,634,3,1,2,2,2,0
109,私立,技專校院,1024,崑山科技大學,學士班(進修),709,414,295,0,0,0,0,0,0
109,私立,技專校院,1024,崑山科技大學,碩士班(日間),140,87,53,0,0,0,0,0,0
109,私立,技專校院,1024,崑山科技大學,碩士在職專班,67,47,20,0,0,0,0,0,0
109,私立,技專校院,1024,崑山科技大學,博士班,8,6,2,0,0,0,0,0,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,五專,3,2,1,0,0,0,0,0,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),2391,1032,1359,9,1,8,2,0,2
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),546,190,356,0,0,0,0,0,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),73,29,44,0,0,0,0,0,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,61,21,40,0,0,0,0,0,0
109,私立,技專校院,1026,樹德科技大學,二專(進修),183,75,108,0,0,0,0,0,0
109,私立,技專校院,1026,樹德科技大學,學士班(日間),1541,589,952,18,4,14,4,0,4
109,私立,技專校院,1026,樹德科技大學,學士班(進修),507,233,274,0,0,0,0,0,0
109,私立,技專校院,1026,樹德科技大學,碩士班(日間),90,43,47,0,0,0,0,0,0
109,私立,技專校院,1026,樹德科技大學,碩士在職專班,164,68,96,0,0,0,0,0,0
109,私立,技專校院,1026,樹德科技大學,博士班,2,0,2,0,0,0,0,0,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),602,208,394,2,2,0,9,0,9
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),81,27,54,0,0,0,0,0,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,9,1,8,0,0,0,0,0,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,21,11,10,0,0,0,0,0,0
109,私立,一般大學,1028,臺北醫學大學,學士班(日間),965,376,589,5,2,3,3,1,2
109,私立,一般大學,1028,臺北醫學大學,碩士班(日間),243,86,157,0,0,0,0,0,0
109,私立,一般大學,1028,臺北醫學大學,碩士在職專班,86,32,54,0,0,0,0,0,0
109,私立,一般大學,1028,臺北醫學大學,博士班,91,50,41,0,0,0,0,0,0
109,私立,一般大學,1029,中山醫學大學,學士班(日間),1232,413,819,4,1,3,6,2,4
109,私立,一般大學,1029,中山醫學大學,學士班(進修),34,9,25,0,0,0,0,0,0
109,私立,一般大學,1029,中山醫學大學,碩士班(日間),182,66,116,0,0,0,1,0,1
109,私立,一般大學,1029,中山醫學大學,碩士在職專班,56,14,42,0,0,0,0,0,0
109,私立,一般大學,1029,中山醫學大學,博士班,40,29,11,0,0,0,0,0,0
109,私立,技專校院,1030,龍華科技大學,五專,35,23,12,0,0,0,0,0,0
109,私立,技專校院,1030,龍華科技大學,學士班(日間),1271,805,466,1,1,0,0,0,0
109,私立,技專校院,1030,龍華科技大學,學士班(進修),673,476,197,0,0,0,0,0,0
109,私立,技專校院,1030,龍華科技大學,碩士班(日間),68,52,16,0,0,0,0,0,0
109,私立,技專校院,1030,龍華科技大學,碩士在職專班,34,25,9,0,0,0,0,0,0
109,私立,技專校院,1031,輔英科技大學,五專,457,32,425,0,0,0,0,0,0
109,私立,技專校院,1031,輔英科技大學,學士班(日間),1402,326,1076,3,0,3,32,2,30
109,私立,技專校院,1031,輔英科技大學,學士班(進修),425,119,306,0,0,0,2,0,2
109,私立,技專校院,1031,輔英科技大學,碩士班(日間),38,13,25,0,0,0,0,0,0
109,私立,技專校院,1031,輔英科技大學,碩士在職專班,23,3,20,0,0,0,0,0,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),18,17,1,0,0,0,0,0,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),51,34,17,0,0,0,0,0,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),1582,959,623,1,0,1,0,0,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),861,477,384,1,1,0,0,0,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),95,61,34,0,0,0,0,0,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,112,65,47,0,0,0,0,0,0
109,私立,一般大學,1033,長榮大學,學士班(日間),1494,625,869,14,5,9,8,3,5
109,私立,一般大學,1033,長榮大學,學士班(進修),73,49,24,1,0,1,0,0,0
109,私立,一般大學,1033,長榮大學,碩士班(日間),104,45,59,0,0,0,0,0,0
109,私立,一般大學,1033,長榮大學,碩士在職專班,49,27,22,0,0,0,0,0,0
109,私立,一般大學,1033,長榮大學,博士班,6,4,2,0,0,0,0,0,0
109,私立,技專校院,1034,弘光科技大學,二專(進修),45,5,40,0,0,0,0,0,0
109,私立,技專校院,1034,弘光科技大學,五專,50,2,48,0,0,0,0,0,0
109,私立,技專校院,1034,弘光科技大學,學士班(日間),1952,575,1377,7,1,6,0,0,0
109,私立,技專校院,1034,弘光科技大學,學士班(進修),953,335,618,1,0,1,0,0,0
109,私立,技專校院,1034,弘光科技大學,碩士班(日間),57,20,37,0,0,0,0,0,0
109,私立,技專校院,1034,弘光科技大學,碩士在職專班,17,4,13,0,0,0,0,0,0
109,私立,技專校院,1034,弘光科技大學,博士班,5,1,4,0,0,0,0,0,0
109,私立,一般大學,1035,中國醫藥大學,學士班(日間),1245,528,717,6,1,5,91,42,49
109,私立,一般大學,1035,中國醫藥大學,學士班(進修),1,0,1,0,0,0,0,0,0
109,私立,一般大學,1035,中國醫藥大學,碩士班(日間),192,63,129,0,0,0,0,0,0
109,私立,一般大學,1035,中國醫藥大學,碩士在職專班,28,15,13,0,0,0,0,0,0
109,私立,一般大學,1035,中國醫藥大學,博士班,65,28,37,0,0,0,0,0,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),1183,723,460,1,1,0,0,0,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),829,524,305,1,1,0,0,0,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),118,59,59,0,0,0,0,0,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,17,7,10,0,0,0,0,0,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),414,211,203,0,0,0,0,0,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),1743,981,762,0,0,0,0,0,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),1805,1012,793,0,0,0,0,0,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),154,82,72,0,0,0,0,0,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,79,52,27,0,0,0,0,0,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,3,3,0,0,0,0,0,0,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,二專(進修),12,3,9,0,0,0,0,0,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),1170,617,553,0,0,0,0,0,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),981,523,458,0,0,0,0,0,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),43,17,26,0,0,0,0,0,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,31,14,17,0,0,0,0,0,0
109,私立,一般大學,1039,玄奘大學,學士班(日間),506,208,298,1,0,1,0,0,0
109,私立,一般大學,1039,玄奘大學,學士班(進修),37,13,24,0,0,0,0,0,0
109,私立,一般大學,1039,玄奘大學,碩士班(日間),43,12,31,0,0,0,0,0,0
109,私立,一般大學,1039,玄奘大學,碩士在職專班,19,4,15,0,0,0,0,0,0
109,私立,一般大學,1039,玄奘大學,博士班,2,2,0,0,0,0,0,0,0
109,私立,技專校院,1040,建國科技大學,二專(進修),42,30,12,0,0,0,0,0,0
109,私立,技專校院,1040,建國科技大學,學士班(日間),863,555,308,0,0,0,0,0,0
109,私立,技專校院,1040,建國科技大學,學士班(進修),584,407,177,0,0,0,0,0,0
109,私立,技專校院,1040,建國科技大學,碩士班(日間),61,38,23,0,0,0,0,0,0
109,私立,技專校院,1041,明志科技大學,學士班(日間),829,594,235,0,0,0,0,0,0
109,私立,技專校院,1041,明志科技大學,學士班(進修),94,78,16,0,0,0,0,0,0
109,私立,技專校院,1041,明志科技大學,碩士班(日間),195,140,55,0,0,0,0,0,0
109,私立,技專校院,1041,明志科技大學,碩士在職專班,5,4,1,0,0,0,0,0,0
109,私立,技專校院,1041,明志科技大學,博士班,3,2,1,0,0,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,二專(進修),43,24,19,0,0,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,學士班(日間),403,302,101,0,0,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,學士班(進修),356,253,103,0,0,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,碩士班(日間),16,9,7,0,0,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,碩士在職專班,69,50,19,0,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,二專(進修),26,8,18,0,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,學士班(日間),667,304,363,1,0,1,0,0,0
109,私立,技專校院,1043,大仁科技大學,學士班(進修),749,244,505,0,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,碩士班(日間),14,11,3,0,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,碩士在職專班,69,30,39,0,0,0,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,二專(進修),12,4,8,0,0,0,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,五專,48,33,15,0,0,0,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,學士班(日間),458,316,142,0,0,0,3,1,2
109,私立,技專校院,1044,聖約翰科技大學,學士班(進修),9,6,3,0,0,0,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),26,19,7,0,0,0,0,0,0
109,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,33,22,11,0,0,0,0,0,0
109,私立,技專校院,1045,嶺東科技大學,二專(進修),2,1,1,0,0,0,0,0,0
109,私立,技專校院,1045,嶺東科技大學,學士班(日間),1543,527,1016,16,1,15,11,2,9
109,私立,技專校院,1045,嶺東科技大學,學士班(進修),478,219,259,1,0,1,0,0,0
109,私立,技專校院,1045,嶺東科技大學,碩士班(日間),88,36,52,0,0,0,0,0,0
109,私立,技專校院,1045,嶺東科技大學,碩士在職專班,78,53,25,0,0,0,0,0,0
109,私立,技專校院,1046,中國科技大學,二專(進修),142,66,76,0,0,0,0,0,0
109,私立,技專校院,1046,中國科技大學,學士班(日間),1482,650,832,1,0,1,2,0,2
109,私立,技專校院,1046,中國科技大學,學士班(進修),294,162,132,0,0,0,0,0,0
109,私立,技專校院,1046,中國科技大學,碩士班(日間),38,19,19,0,0,0,0,0,0
109,私立,技專校院,1046,中國科技大學,碩士在職專班,24,11,13,0,0,0,0,0,0
109,私立,技專校院,1046,中國科技大學,附設進院,287,132,155,0,0,0,0,0,0
109,私立,技專校院,1047,中臺科技大學,二專(日間),17,7,10,0,0,0,0,0,0
109,私立,技專校院,1047,中臺科技大學,學士班(日間),1233,416,817,1,0,1,0,0,0
109,私立,技專校院,1047,中臺科技大學,學士班(進修),891,149,742,0,0,0,2,0,2
109,私立,技專校院,1047,中臺科技大學,碩士班(日間),50,13,37,0,0,0,0,0,0
109,私立,技專校院,1047,中臺科技大學,碩士在職專班,72,10,62,0,0,0,0,0,0
109,私立,技專校院,1047,中臺科技大學,博士班,6,5,1,0,0,0,0,0,0
109,私立,一般大學,1048,亞洲大學,學士班(日間),2086,702,1384,11,2,9,3,1,2
109,私立,一般大學,1048,亞洲大學,學士班(進修),133,69,64,0,0,0,0,0,0
109,私立,一般大學,1048,亞洲大學,碩士班(日間),201,95,106,0,0,0,0,0,0
109,私立,一般大學,1048,亞洲大學,碩士在職專班,185,91,94,0,0,0,0,0,0
109,私立,一般大學,1048,亞洲大學,博士班,29,17,12,0,0,0,0,0,0
109,私立,一般大學,1049,開南大學,學士班(日間),879,433,446,11,4,7,9,3,6
109,私立,一般大學,1049,開南大學,學士班(進修),202,103,99,0,0,0,0,0,0
109,私立,一般大學,1049,開南大學,碩士班(日間),77,21,56,0,0,0,0,0,0
109,私立,一般大學,1049,開南大學,碩士在職專班,166,91,75,0,0,0,0,0,0
109,私立,一般大學,1050,佛光大學,學士班(日間),598,263,335,0,0,0,0,0,0
109,私立,一般大學,1050,佛光大學,碩士班(日間),131,43,88,0,0,0,0,0,0
109,私立,一般大學,1050,佛光大學,碩士在職專班,50,18,32,0,0,0,0,0,0
109,私立,一般大學,1050,佛光大學,博士班,5,2,3,0,0,0,0,0,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),2006,518,1488,16,1,15,0,0,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),553,159,394,1,0,1,0,0,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士班(日間),27,10,17,0,0,0,0,0,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士在職專班,32,8,24,0,0,0,0,0,0
109,私立,技專校院,1052,遠東科技大學,二專(進修),114,62,52,0,0,0,0,0,0
109,私立,技專校院,1052,遠東科技大學,學士班(日間),753,486,267,10,3,7,2,0,2
109,私立,技專校院,1052,遠東科技大學,學士班(進修),345,255,90,0,0,0,0,0,0
109,私立,技專校院,1052,遠東科技大學,碩士班(日間),83,46,37,0,0,0,0,0,0
109,私立,技專校院,1052,遠東科技大學,碩士在職專班,13,13,0,0,0,0,0,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,二專(進修),2,1,1,0,0,0,0,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),784,345,439,1,0,1,0,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),568,163,405,0,0,0,0,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士班(日間),78,40,38,0,0,0,0,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士在職專班,14,5,9,0,0,0,0,0,0
109,私立,技專校院,1054,景文科技大學,二專(進修),48,23,25,0,0,0,0,0,0
109,私立,技專校院,1054,景文科技大學,學士班(日間),1077,485,592,7,2,5,1,1,0
109,私立,技專校院,1054,景文科技大學,學士班(進修),423,192,231,0,0,0,0,0,0
109,私立,技專校院,1054,景文科技大學,碩士班(日間),10,6,4,0,0,0,0,0,0
109,私立,技專校院,1054,景文科技大學,碩士在職專班,26,13,13,0,0,0,0,0,0
109,私立,技專校院,1055,中華醫事科技大學,二專(日間),38,18,20,0,0,0,0,0,0
109,私立,技專校院,1055,中華醫事科技大學,五專,470,89,381,0,0,0,0,0,0
109,私立,技專校院,1055,中華醫事科技大學,學士班(日間),1044,346,698,0,0,0,10,5,5
109,私立,技專校院,1055,中華醫事科技大學,學士班(進修),391,116,275,0,0,0,0,0,0
109,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),29,18,11,0,0,0,0,0,0
109,私立,技專校院,1055,中華醫事科技大學,碩士在職專班,9,3,6,0,0,0,0,0,0
109,私立,技專校院,1056,東南科技大學,學士班(日間),871,575,296,0,0,0,0,0,0
109,私立,技專校院,1056,東南科技大學,學士班(進修),81,70,11,0,0,0,0,0,0
109,私立,技專校院,1056,東南科技大學,碩士班(日間),36,23,13,0,0,0,0,0,0
109,私立,技專校院,1056,東南科技大學,碩士在職專班,15,13,2,0,0,0,0,0,0
109,私立,技專校院,1057,德明財經科技大學,學士班(日間),1214,448,766,5,1,4,0,0,0
109,私立,技專校院,1057,德明財經科技大學,學士班(進修),188,100,88,0,0,0,0,0,0
109,私立,技專校院,1057,德明財經科技大學,碩士班(日間),5,4,1,0,0,0,0,0,0
109,私立,技專校院,1057,德明財經科技大學,碩士在職專班,16,6,10,0,0,0,0,0,0
109,私立,技專校院,1057,德明財經科技大學,附設進專,2,2,0,0,0,0,0,0,0
109,私立,技專校院,1057,德明財經科技大學,附設進院,34,13,21,0,0,0,0,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),423,244,179,1,0,1,0,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),171,113,58,0,0,0,0,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,碩士班(日間),29,13,16,0,0,0,0,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,碩士在職專班,41,21,20,0,0,0,0,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,博士班,1,1,0,0,0,0,0,0,0
109,私立,技專校院,1060,南開科技大學,二專(進修),44,26,18,0,0,0,0,0,0
109,私立,技專校院,1060,南開科技大學,五專,113,95,18,0,0,0,0,0,0
109,私立,技專校院,1060,南開科技大學,學士班(日間),538,367,171,1,0,1,1,1,0
109,私立,技專校院,1060,南開科技大學,學士班(進修),216,135,81,0,0,0,0,0,0
109,私立,技專校院,1060,南開科技大學,碩士班(日間),34,14,20,0,0,0,0,0,0
109,私立,技專校院,1060,南開科技大學,碩士在職專班,30,11,19,0,0,0,0,0,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,二專(進修),71,35,36,0,0,0,0,0,0
