學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,畢業生數小計,畢業生數男,畢業生數女,畢業生取得輔系資格人數小計,畢業生取得輔系資格人數男,畢業生取得輔系資格人數女,畢業生取得雙主修資格人數小計,畢業生取得雙主修資格人數男,畢業生取得雙主修資格人數女
106,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),105,26,79,0,0,0,0,0,0
106,公立,技專校院,0144,國立臺灣戲曲學院,學士班(進修),14,7,7,0,0,0,0,0,0
106,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),50,4,46,0,0,0,0,0,0
106,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),27,3,24,0,0,0,0,0,0
106,公立,技專校院,0221,國立臺南護理專科學校,五專,335,23,312,0,0,0,0,0,0
106,公立,技專校院,0222,國立臺東專科學校,二專(日間),201,153,48,0,0,0,0,0,0
106,公立,技專校院,0222,國立臺東專科學校,二專(進修),29,16,13,0,0,0,0,0,0
106,公立,技專校院,0222,國立臺東專科學校,五專,78,41,37,0,0,0,0,0,0
106,私立,一般大學,1001,東海大學,學士班(日間),3154,1379,1775,51,16,35,54,16,38
106,私立,一般大學,1001,東海大學,學士班(進修),92,46,46,1,0,1,0,0,0
106,私立,一般大學,1001,東海大學,碩士班(日間),409,204,205,0,0,0,0,0,0
106,私立,一般大學,1001,東海大學,碩士在職專班,169,72,97,0,0,0,0,0,0
106,私立,一般大學,1001,東海大學,博士班,19,10,9,0,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,學士班(日間),4129,1678,2451,338,73,265,119,29,90
106,私立,一般大學,1002,輔仁大學,學士班(進修),1023,333,690,15,1,14,5,0,5
106,私立,一般大學,1002,輔仁大學,碩士班(日間),586,255,331,0,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,碩士在職專班,475,201,274,0,0,0,0,0,0
106,私立,一般大學,1002,輔仁大學,博士班,52,27,25,0,0,0,0,0,0
106,私立,一般大學,1003,東吳大學,學士班(日間),2690,1060,1630,97,15,82,97,30,67
106,私立,一般大學,1003,東吳大學,學士班(進修),212,61,151,0,0,0,0,0,0
106,私立,一般大學,1003,東吳大學,碩士班(日間),317,138,179,0,0,0,0,0,0
106,私立,一般大學,1003,東吳大學,碩士在職專班,221,85,136,0,0,0,0,0,0
106,私立,一般大學,1003,東吳大學,博士班,12,6,6,0,0,0,0,0,0
106,私立,一般大學,1004,中原大學,學士班(日間),2920,1590,1330,60,9,51,21,2,19
106,私立,一般大學,1004,中原大學,碩士班(日間),610,392,218,0,0,0,0,0,0
106,私立,一般大學,1004,中原大學,碩士在職專班,243,132,111,0,0,0,0,0,0
106,私立,一般大學,1004,中原大學,博士班,42,32,10,0,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),4701,2248,2453,163,26,137,55,10,45
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),358,191,167,1,0,1,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),640,359,281,0,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,313,153,160,0,0,0,0,0,0
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,55,28,27,0,0,0,0,0,0
106,私立,一般大學,1006,中國文化大學,學士班(日間),4607,2018,2589,76,12,64,41,15,26
106,私立,一般大學,1006,中國文化大學,學士班(進修),448,159,289,1,1,0,0,0,0
106,私立,一般大學,1006,中國文化大學,碩士班(日間),298,152,146,0,0,0,0,0,0
106,私立,一般大學,1006,中國文化大學,碩士在職專班,110,32,78,0,0,0,0,0,0
106,私立,一般大學,1006,中國文化大學,博士班,29,23,6,0,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,學士班(日間),3915,2327,1588,37,8,29,6,3,3
106,私立,一般大學,1007,逢甲大學,學士班(進修),193,97,96,0,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,碩士班(日間),647,446,201,0,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,碩士在職專班,351,217,134,0,0,0,0,0,0
106,私立,一般大學,1007,逢甲大學,博士班,62,43,19,0,0,0,0,0,0
106,私立,一般大學,1008,靜宜大學,學士班(日間),2543,919,1624,104,26,78,97,32,65
106,私立,一般大學,1008,靜宜大學,學士班(進修),2,0,2,0,0,0,0,0,0
106,私立,一般大學,1008,靜宜大學,碩士班(日間),190,58,132,0,0,0,0,0,0
106,私立,一般大學,1008,靜宜大學,碩士在職專班,91,38,53,0,0,0,0,0,0
106,私立,一般大學,1008,靜宜大學,博士班,1,0,1,0,0,0,0,0,0
106,私立,一般大學,1009,長庚大學,學士班(日間),1099,575,524,7,5,2,45,22,23
106,私立,一般大學,1009,長庚大學,碩士班(日間),398,214,184,0,0,0,0,0,0
106,私立,一般大學,1009,長庚大學,碩士在職專班,73,35,38,0,0,0,0,0,0
106,私立,一般大學,1009,長庚大學,博士班,67,42,25,0,0,0,0,0,0
106,私立,一般大學,1010,元智大學,學士班(日間),1638,894,744,13,3,10,2,2,0
106,私立,一般大學,1010,元智大學,碩士班(日間),421,272,149,0,0,0,0,0,0
106,私立,一般大學,1010,元智大學,碩士在職專班,206,113,93,0,0,0,0,0,0
106,私立,一般大學,1010,元智大學,博士班,32,25,7,0,0,0,0,0,0
106,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),1392,819,573,4,1,3,1,0,1
106,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),228,135,93,0,0,0,0,0,0
106,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),299,167,132,0,0,0,0,0,0
106,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,124,61,63,0,0,0,0,0,0
106,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,14,11,3,0,0,0,0,0,0
106,私立,一般大學,1012,大葉大學,學士班(日間),1987,1008,979,23,3,20,4,2,2
106,私立,一般大學,1012,大葉大學,學士班(進修),287,136,151,0,0,0,0,0,0
106,私立,一般大學,1012,大葉大學,碩士班(日間),262,150,112,0,0,0,0,0,0
106,私立,一般大學,1012,大葉大學,碩士在職專班,361,107,254,0,0,0,0,0,0
106,私立,一般大學,1012,大葉大學,博士班,14,13,1,0,0,0,0,0,0
106,私立,一般大學,1013,華梵大學,學士班(日間),486,238,248,1,1,0,0,0,0
106,私立,一般大學,1013,華梵大學,碩士班(日間),58,33,25,0,0,0,0,0,0
106,私立,一般大學,1013,華梵大學,碩士在職專班,54,16,38,0,0,0,0,0,0
106,私立,一般大學,1013,華梵大學,博士班,3,1,2,0,0,0,0,0,0
106,私立,一般大學,1014,義守大學,學士班(日間),2879,1442,1437,8,2,6,1,1,0
106,私立,一般大學,1014,義守大學,學士班(進修),516,248,268,0,0,0,0,0,0
106,私立,一般大學,1014,義守大學,碩士班(日間),160,93,67,0,0,0,0,0,0
106,私立,一般大學,1014,義守大學,碩士在職專班,167,117,50,0,0,0,0,0,0
106,私立,一般大學,1014,義守大學,博士班,10,8,2,0,0,0,0,0,0
106,私立,一般大學,1015,世新大學,學士班(日間),2329,807,1522,142,17,125,36,4,32
106,私立,一般大學,1015,世新大學,學士班(進修),62,17,45,0,0,0,0,0,0
106,私立,一般大學,1015,世新大學,碩士班(日間),202,99,103,0,0,0,0,0,0
106,私立,一般大學,1015,世新大學,碩士在職專班,196,105,91,0,0,0,0,0,0
106,私立,一般大學,1015,世新大學,博士班,11,6,5,0,0,0,0,0,0
106,私立,一般大學,1016,銘傳大學,學士班(日間),4023,1510,2513,55,2,53,19,4,15
106,私立,一般大學,1016,銘傳大學,碩士班(日間),248,96,152,0,0,0,0,0,0
106,私立,一般大學,1016,銘傳大學,碩士在職專班,269,96,173,0,0,0,0,0,0
106,私立,一般大學,1016,銘傳大學,博士班,4,1,3,0,0,0,0,0,0
106,私立,一般大學,1017,實踐大學,學士班(日間),2696,844,1852,21,4,17,1,0,1
106,私立,一般大學,1017,實踐大學,學士班(進修),482,134,348,2,0,2,0,0,0
106,私立,一般大學,1017,實踐大學,碩士班(日間),108,54,54,0,0,0,0,0,0
106,私立,一般大學,1017,實踐大學,碩士在職專班,59,30,29,0,0,0,0,0,0
106,私立,一般大學,1017,實踐大學,博士班,2,1,1,0,0,0,0,0,0
106,私立,技專校院,1018,朝陽科技大學,學士班(日間),2698,1070,1628,27,2,25,1,1,0
106,私立,技專校院,1018,朝陽科技大學,學士班(進修),610,281,329,0,0,0,2,1,1
106,私立,技專校院,1018,朝陽科技大學,碩士班(日間),247,143,104,0,0,0,0,0,0
106,私立,技專校院,1018,朝陽科技大學,碩士在職專班,122,73,49,0,0,0,0,0,0
106,私立,技專校院,1018,朝陽科技大學,博士班,13,11,2,0,0,0,0,0,0
106,私立,一般大學,1019,高雄醫學大學,學士班(日間),1172,502,670,0,0,0,14,5,9
106,私立,一般大學,1019,高雄醫學大學,學士班(進修),17,1,16,0,0,0,0,0,0
106,私立,一般大學,1019,高雄醫學大學,碩士班(日間),211,76,135,0,0,0,0,0,0
106,私立,一般大學,1019,高雄醫學大學,碩士在職專班,70,18,52,0,0,0,0,0,0
106,私立,一般大學,1019,高雄醫學大學,博士班,51,25,26,0,0,0,0,0,0
106,私立,一般大學,1020,南華大學,學士班(日間),926,386,540,5,2,3,1,0,1
106,私立,一般大學,1020,南華大學,學士班(進修),52,28,24,0,0,0,0,0,0
106,私立,一般大學,1020,南華大學,碩士班(日間),205,75,130,0,0,0,0,0,0
106,私立,一般大學,1020,南華大學,碩士在職專班,100,40,60,0,0,0,0,0,0
106,私立,一般大學,1021,真理大學,學士班(日間),1591,693,898,7,2,5,2,0,2
106,私立,一般大學,1021,真理大學,學士班(進修),76,40,36,0,0,0,0,0,0
106,私立,一般大學,1021,真理大學,碩士班(日間),53,31,22,0,0,0,0,0,0
106,私立,一般大學,1021,真理大學,碩士在職專班,3,2,1,0,0,0,0,0,0
106,私立,一般大學,1022,大同大學,學士班(日間),851,578,273,2,0,2,0,0,0
106,私立,一般大學,1022,大同大學,碩士班(日間),148,80,68,0,0,0,0,0,0
106,私立,一般大學,1022,大同大學,碩士在職專班,71,49,22,0,0,0,0,0,0
106,私立,一般大學,1022,大同大學,博士班,5,4,1,0,0,0,0,0,0
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),3154,1634,1520,15,7,8,10,1,9
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),781,391,390,0,0,0,0,0,0
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),292,173,119,0,0,0,0,0,0
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,122,55,67,0,0,0,0,0,0
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,4,2,2,0,0,0,0,0,0
106,私立,技專校院,1024,崑山科技大學,學士班(日間),1881,1101,780,4,1,3,4,1,3
106,私立,技專校院,1024,崑山科技大學,學士班(進修),660,377,283,0,0,0,0,0,0
106,私立,技專校院,1024,崑山科技大學,碩士班(日間),175,121,54,0,0,0,0,0,0
106,私立,技專校院,1024,崑山科技大學,碩士在職專班,64,50,14,0,0,0,0,0,0
106,私立,技專校院,1024,崑山科技大學,博士班,7,6,1,0,0,0,0,0,0
106,私立,技專校院,1024,崑山科技大學,附設進專,33,18,15,0,0,0,0,0,0
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),3155,1176,1979,54,20,34,3,0,3
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),673,302,371,0,0,0,0,0,0
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),115,58,57,0,0,0,0,0,0
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,88,45,43,0,0,0,0,0,0
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,附設進院,19,10,9,0,0,0,0,0,0
106,私立,技專校院,1026,樹德科技大學,學士班(日間),1815,782,1033,9,3,6,2,0,2
106,私立,技專校院,1026,樹德科技大學,學士班(進修),508,227,281,0,0,0,0,0,0
106,私立,技專校院,1026,樹德科技大學,碩士班(日間),106,68,38,0,0,0,0,0,0
106,私立,技專校院,1026,樹德科技大學,碩士在職專班,205,101,104,0,0,0,0,0,0
106,私立,技專校院,1026,樹德科技大學,博士班,4,2,2,0,0,0,0,0,0
106,私立,技專校院,1026,樹德科技大學,附設進專,225,78,147,0,0,0,0,0,0
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),566,213,353,7,2,5,1,0,1
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),97,33,64,0,0,0,0,0,0
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,5,0,5,0,0,0,0,0,0
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,13,8,5,0,0,0,0,0,0
106,私立,一般大學,1028,臺北醫學大學,學士班(日間),950,395,555,5,0,5,15,2,13
106,私立,一般大學,1028,臺北醫學大學,學士班(進修),2,0,2,0,0,0,0,0,0
106,私立,一般大學,1028,臺北醫學大學,碩士班(日間),227,87,140,0,0,0,0,0,0
106,私立,一般大學,1028,臺北醫學大學,碩士在職專班,80,25,55,0,0,0,0,0,0
106,私立,一般大學,1028,臺北醫學大學,博士班,53,30,23,0,0,0,0,0,0
106,私立,一般大學,1029,中山醫學大學,學士班(日間),1360,572,788,3,0,3,4,0,4
106,私立,一般大學,1029,中山醫學大學,學士班(進修),56,25,31,0,0,0,0,0,0
106,私立,一般大學,1029,中山醫學大學,碩士班(日間),152,61,91,0,0,0,0,0,0
106,私立,一般大學,1029,中山醫學大學,碩士在職專班,38,15,23,0,0,0,0,0,0
106,私立,一般大學,1029,中山醫學大學,博士班,40,22,18,0,0,0,0,0,0
106,私立,技專校院,1030,龍華科技大學,二專(日間),1,0,1,0,0,0,0,0,0
106,私立,技專校院,1030,龍華科技大學,學士班(日間),1538,945,593,0,0,0,0,0,0
106,私立,技專校院,1030,龍華科技大學,學士班(進修),733,496,237,0,0,0,0,0,0
106,私立,技專校院,1030,龍華科技大學,碩士班(日間),79,59,20,0,0,0,0,0,0
106,私立,技專校院,1030,龍華科技大學,碩士在職專班,69,54,15,0,0,0,0,0,0
106,私立,技專校院,1031,輔英科技大學,五專,533,47,486,0,0,0,0,0,0
106,私立,技專校院,1031,輔英科技大學,學士班(日間),1493,398,1095,2,1,1,13,2,11
106,私立,技專校院,1031,輔英科技大學,學士班(進修),350,95,255,0,0,0,1,0,1
106,私立,技專校院,1031,輔英科技大學,碩士班(日間),38,15,23,0,0,0,0,0,0
106,私立,技專校院,1031,輔英科技大學,碩士在職專班,12,0,12,0,0,0,0,0,0
106,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),8,5,3,0,0,0,0,0,0
106,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),2012,1147,865,3,0,3,0,0,0
106,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),721,394,327,0,0,0,0,0,0
106,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),110,77,33,0,0,0,0,0,0
106,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,68,50,18,0,0,0,0,0,0
106,私立,技專校院,1032,明新學校財團法人明新科技大學,附設進專,47,14,33,0,0,0,0,0,0
106,私立,技專校院,1032,明新學校財團法人明新科技大學,附設進院,85,44,41,0,0,0,0,0,0
106,私立,一般大學,1033,長榮大學,學士班(日間),2172,993,1179,17,2,15,14,5,9
106,私立,一般大學,1033,長榮大學,學士班(進修),68,38,30,0,0,0,1,0,1
106,私立,一般大學,1033,長榮大學,碩士班(日間),132,57,75,0,0,0,0,0,0
106,私立,一般大學,1033,長榮大學,碩士在職專班,57,26,31,0,0,0,0,0,0
106,私立,一般大學,1033,長榮大學,博士班,7,3,4,0,0,0,0,0,0
106,私立,技專校院,1034,弘光科技大學,二專(進修),15,1,14,0,0,0,0,0,0
106,私立,技專校院,1034,弘光科技大學,五專,50,2,48,0,0,0,0,0,0
106,私立,技專校院,1034,弘光科技大學,學士班(日間),2050,621,1429,11,2,9,2,1,1
106,私立,技專校院,1034,弘光科技大學,學士班(進修),957,256,701,0,0,0,1,0,1
106,私立,技專校院,1034,弘光科技大學,碩士班(日間),56,17,39,0,0,0,0,0,0
106,私立,技專校院,1034,弘光科技大學,碩士在職專班,20,9,11,0,0,0,0,0,0
106,私立,一般大學,1035,中國醫藥大學,學士班(日間),1207,536,671,6,3,3,54,33,21
106,私立,一般大學,1035,中國醫藥大學,學士班(進修),24,5,19,0,0,0,0,0,0
106,私立,一般大學,1035,中國醫藥大學,碩士班(日間),229,79,150,0,0,0,0,0,0
106,私立,一般大學,1035,中國醫藥大學,碩士在職專班,32,12,20,0,0,0,0,0,0
106,私立,一般大學,1035,中國醫藥大學,博士班,57,38,19,0,0,0,0,0,0
106,私立,技專校院,1036,健行學校財團法人健行科技大學,二專(日間),1,1,0,0,0,0,0,0,0
106,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),1789,1168,621,0,0,0,1,1,0
106,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),708,394,314,0,0,0,0,0,0
106,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),134,90,44,0,0,0,0,0,0
106,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,14,12,2,0,0,0,0,0,0
106,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),59,46,13,0,0,0,0,0,0
106,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),2282,1314,968,2,0,2,0,0,0
106,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),1719,908,811,0,0,0,0,0,0
106,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),151,87,64,0,0,0,0,0,0
106,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,59,38,21,0,0,0,0,0,0
106,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,2,2,0,0,0,0,0,0,0
106,私立,技專校院,1037,正修學校財團法人正修科技大學,附設進專,548,284,264,0,0,0,0,0,0
106,私立,技專校院,1037,正修學校財團法人正修科技大學,附設進院,1,0,1,0,0,0,0,0,0
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),1311,626,685,1,0,1,1,0,1
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),1135,588,547,0,0,0,1,0,1
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),34,21,13,0,0,0,0,0,0
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,72,36,36,0,0,0,0,0,0
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,附設進專,60,10,50,0,0,0,0,0,0
106,私立,一般大學,1039,玄奘大學,學士班(日間),859,374,485,2,0,2,4,2,2
106,私立,一般大學,1039,玄奘大學,學士班(進修),135,50,85,0,0,0,1,0,1
106,私立,一般大學,1039,玄奘大學,碩士班(日間),94,48,46,0,0,0,0,0,0
106,私立,一般大學,1039,玄奘大學,碩士在職專班,57,24,33,0,0,0,0,0,0
106,私立,一般大學,1039,玄奘大學,博士班,2,1,1,0,0,0,0,0,0
106,私立,技專校院,1040,建國科技大學,學士班(日間),1567,992,575,0,0,0,0,0,0
106,私立,技專校院,1040,建國科技大學,學士班(進修),489,322,167,0,0,0,0,0,0
106,私立,技專校院,1040,建國科技大學,碩士班(日間),74,42,32,0,0,0,0,0,0
106,私立,技專校院,1040,建國科技大學,附設進專,183,119,64,0,0,0,0,0,0
106,私立,技專校院,1040,建國科技大學,附設進院,47,33,14,0,0,0,0,0,0
106,私立,技專校院,1041,明志科技大學,學士班(日間),858,583,275,0,0,0,0,0,0
106,私立,技專校院,1041,明志科技大學,學士班(進修),93,60,33,0,0,0,0,0,0
106,私立,技專校院,1041,明志科技大學,碩士班(日間),151,115,36,0,0,0,0,0,0
106,私立,技專校院,1041,明志科技大學,碩士在職專班,13,11,2,0,0,0,0,0,0
106,私立,技專校院,1042,高苑科技大學,學士班(日間),1095,736,359,1,1,0,0,0,0
106,私立,技專校院,1042,高苑科技大學,學士班(進修),296,205,91,0,0,0,0,0,0
106,私立,技專校院,1042,高苑科技大學,碩士班(日間),45,28,17,0,0,0,0,0,0
106,私立,技專校院,1042,高苑科技大學,碩士在職專班,105,73,32,0,0,0,0,0,0
106,私立,技專校院,1042,高苑科技大學,附設進專,114,68,46,0,0,0,0,0,0
106,私立,技專校院,1042,高苑科技大學,附設進院,184,123,61,0,0,0,0,0,0
106,私立,技專校院,1043,大仁科技大學,學士班(日間),982,465,517,0,0,0,0,0,0
106,私立,技專校院,1043,大仁科技大學,學士班(進修),740,205,535,0,0,0,0,0,0
106,私立,技專校院,1043,大仁科技大學,碩士班(日間),24,12,12,0,0,0,0,0,0
106,私立,技專校院,1043,大仁科技大學,碩士在職專班,98,50,48,0,0,0,0,0,0
106,私立,技專校院,1043,大仁科技大學,附設進專,67,18,49,0,0,0,0,0,0
106,私立,技專校院,1044,聖約翰科技大學,學士班(日間),928,637,291,0,0,0,1,1,0
106,私立,技專校院,1044,聖約翰科技大學,學士班(進修),51,29,22,0,0,0,0,0,0
106,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),34,27,7,0,0,0,0,0,0
106,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,34,22,12,0,0,0,0,0,0
106,私立,技專校院,1045,嶺東科技大學,學士班(日間),1681,588,1093,23,4,19,12,3,9
106,私立,技專校院,1045,嶺東科技大學,學士班(進修),492,242,250,1,0,1,0,0,0
106,私立,技專校院,1045,嶺東科技大學,碩士班(日間),91,42,49,0,0,0,0,0,0
106,私立,技專校院,1045,嶺東科技大學,碩士在職專班,56,38,18,0,0,0,0,0,0
106,私立,技專校院,1045,嶺東科技大學,附設進專,71,29,42,0,0,0,0,0,0
106,私立,技專校院,1045,嶺東科技大學,附設進院,23,14,9,0,0,0,0,0,0
106,私立,技專校院,1046,中國科技大學,學士班(日間),2098,816,1282,6,3,3,2,0,2
106,私立,技專校院,1046,中國科技大學,學士班(進修),563,284,279,0,0,0,0,0,0
106,私立,技專校院,1046,中國科技大學,碩士班(日間),47,19,28,0,0,0,0,0,0
106,私立,技專校院,1046,中國科技大學,碩士在職專班,9,4,5,0,0,0,0,0,0
106,私立,技專校院,1046,中國科技大學,附設進專,179,77,102,0,0,0,0,0,0
106,私立,技專校院,1046,中國科技大學,附設進院,243,133,110,0,0,0,0,0,0
106,私立,技專校院,1047,中臺科技大學,學士班(日間),1570,529,1041,6,2,4,0,0,0
106,私立,技專校院,1047,中臺科技大學,學士班(進修),696,162,534,0,0,0,0,0,0
106,私立,技專校院,1047,中臺科技大學,碩士班(日間),56,19,37,0,0,0,0,0,0
106,私立,技專校院,1047,中臺科技大學,碩士在職專班,54,11,43,0,0,0,0,0,0
106,私立,技專校院,1047,中臺科技大學,博士班,3,3,0,0,0,0,0,0,0
106,私立,一般大學,1048,亞洲大學,學士班(日間),2296,919,1377,16,4,12,3,0,3
106,私立,一般大學,1048,亞洲大學,學士班(進修),237,107,130,0,0,0,0,0,0
106,私立,一般大學,1048,亞洲大學,碩士班(日間),185,85,100,0,0,0,0,0,0
106,私立,一般大學,1048,亞洲大學,碩士在職專班,212,124,88,0,0,0,0,0,0
106,私立,一般大學,1048,亞洲大學,博士班,19,17,2,0,0,0,0,0,0
106,私立,一般大學,1049,開南大學,學士班(日間),1467,733,734,12,4,8,4,1,3
106,私立,一般大學,1049,開南大學,學士班(進修),238,115,123,0,0,0,0,0,0
106,私立,一般大學,1049,開南大學,碩士班(日間),38,23,15,0,0,0,0,0,0
106,私立,一般大學,1049,開南大學,碩士在職專班,175,105,70,0,0,0,0,0,0
106,私立,一般大學,1050,佛光大學,學士班(日間),684,311,373,0,0,0,0,0,0
106,私立,一般大學,1050,佛光大學,碩士班(日間),137,59,78,0,0,0,0,0,0
106,私立,一般大學,1050,佛光大學,碩士在職專班,70,34,36,0,0,0,0,0,0
106,私立,一般大學,1050,佛光大學,博士班,5,3,2,0,0,0,0,0,0
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),2090,497,1593,14,1,13,0,0,0
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),537,157,380,0,0,0,0,0,0
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士班(日間),39,8,31,0,0,0,0,0,0
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士在職專班,53,15,38,0,0,0,0,0,0
106,私立,技專校院,1052,遠東科技大學,二專(進修),17,17,0,0,0,0,0,0,0
106,私立,技專校院,1052,遠東科技大學,學士班(日間),1441,899,542,0,0,0,1,1,0
106,私立,技專校院,1052,遠東科技大學,學士班(進修),136,94,42,0,0,0,0,0,0
106,私立,技專校院,1052,遠東科技大學,碩士班(日間),68,51,17,0,0,0,0,0,0
106,私立,技專校院,1052,遠東科技大學,碩士在職專班,5,5,0,0,0,0,0,0,0
106,私立,技專校院,1052,遠東科技大學,附設進專,110,66,44,0,0,0,0,0,0
106,私立,技專校院,1052,遠東科技大學,附設進院,84,51,33,0,0,0,0,0,0
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),1179,504,675,0,0,0,0,0,0
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),411,121,290,0,0,0,0,0,0
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士班(日間),63,29,34,0,0,0,0,0,0
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士在職專班,5,1,4,0,0,0,0,0,0
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,附設進專,81,39,42,0,0,0,0,0,0
106,私立,技專校院,1054,景文科技大學,學士班(日間),1243,508,735,6,1,5,3,0,3
106,私立,技專校院,1054,景文科技大學,學士班(進修),448,187,261,0,0,0,0,0,0
106,私立,技專校院,1054,景文科技大學,碩士班(日間),27,19,8,0,0,0,0,0,0
106,私立,技專校院,1054,景文科技大學,碩士在職專班,36,20,16,0,0,0,0,0,0
106,私立,技專校院,1054,景文科技大學,附設進專,74,35,39,0,0,0,0,0,0
106,私立,技專校院,1055,中華醫事科技大學,二專(日間),56,31,25,0,0,0,0,0,0
106,私立,技專校院,1055,中華醫事科技大學,五專,338,64,274,0,0,0,0,0,0
106,私立,技專校院,1055,中華醫事科技大學,學士班(日間),1340,502,838,1,1,0,20,4,16
106,私立,技專校院,1055,中華醫事科技大學,學士班(進修),507,134,373,0,0,0,0,0,0
106,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),33,15,18,0,0,0,0,0,0
106,私立,技專校院,1055,中華醫事科技大學,碩士在職專班,9,3,6,0,0,0,0,0,0
106,私立,技專校院,1056,東南科技大學,學士班(日間),1338,849,489,2,0,2,0,0,0
106,私立,技專校院,1056,東南科技大學,學士班(進修),106,73,33,0,0,0,0,0,0
106,私立,技專校院,1056,東南科技大學,碩士班(日間),55,43,12,0,0,0,0,0,0
106,私立,技專校院,1056,東南科技大學,碩士在職專班,19,13,6,0,0,0,0,0,0
106,私立,技專校院,1057,德明財經科技大學,學士班(日間),1671,570,1101,0,0,0,0,0,0
106,私立,技專校院,1057,德明財經科技大學,學士班(進修),353,169,184,0,0,0,0,0,0
106,私立,技專校院,1057,德明財經科技大學,碩士班(日間),14,9,5,0,0,0,0,0,0
106,私立,技專校院,1057,德明財經科技大學,碩士在職專班,18,7,11,0,0,0,0,0,0
106,私立,技專校院,1057,德明財經科技大學,附設進專,28,6,22,0,0,0,0,0,0
