id,畢業學校,學年,入學方式,學籍系所名稱,畢業學校代碼,rank,人數,縣市名稱,地址
15297,世新大學,109,聯合分發,教育學系,1015,3,1,臺北市,臺北市木柵路一段17巷1號
15775,中國醫藥大學,101,聯合分發,獸醫學系,1035,5,1,臺中市,臺中市北屯區經貿路一段
15325,中正國防幹部預備學校,102,申請入學,教育學系,NA,2,1,高雄市,高雄市鳳山區凱旋路1號
15326,中正國防幹部預備學校,106,聯合分發,生物機電工程學系,NA,5,1,高雄市,高雄市鳳山區凱旋路1號
15327,中正國防幹部預備學校,108,申請入學,電子物理學系,NA,5,1,高雄市,高雄市鳳山區凱旋路1號
15328,中正國防幹部預備學校,110,聯合分發,生物事業管理學系,NA,4,1,高雄市,高雄市鳳山區凱旋路1號
16163,台南應用科技大學,102,聯合分發,音樂學系,1051,4,1,臺南市,臺南市永康區中正路529號
16164,台南應用科技大學,103,聯合分發,音樂學系,1051,3,1,臺南市,臺南市永康區中正路529號
16165,台南應用科技大學,104,聯合分發,音樂學系,1051,2,1,臺南市,臺南市永康區中正路529號
16166,台南應用科技大學,105,聯合分發,音樂學系,1051,6,1,臺南市,臺南市永康區中正路529號
16167,嘉義高中進修學校,106,申請入學,應用經濟學系,200B03,1,1,嘉義市,嘉義市東區大雅路二段738號
16168,嘉義高中進修學校,110,申請入學,體育與健康休閒學系,200B03,3,1,嘉義市,嘉義市東區大雅路二段738號
1,國立中央大學附屬中壢高中,107,申請入學,資訊工程學系,30305,1,3,桃園市,桃園市中壢區三光路115號
2,國立中央大學附屬中壢高中,110,申請入學,行銷與觀光管理學系,30305,2,1,桃園市,桃園市中壢區三光路115號
3,國立中央大學附屬中壢高中,110,聯合分發,應用經濟學系,30305,5,1,桃園市,桃園市中壢區三光路115號
4,國立中央大學附屬中壢高中,103,申請入學,動物科學系,30305,2,1,桃園市,桃園市中壢區三光路115號
5,國立中央大學附屬中壢高中,103,聯合分發,資訊工程學系,30305,4,1,桃園市,桃園市中壢區三光路115號
6,國立中央大學附屬中壢高中,106,聯合分發,植物醫學系,30305,5,1,桃園市,桃園市中壢區三光路115號
7,國立中央大學附屬中壢高中,106,申請入學,音樂學系,30305,4,1,桃園市,桃園市中壢區三光路115號
8,國立中央大學附屬中壢高中,110,申請入學,電機工程學系,30305,2,1,桃園市,桃園市中壢區三光路115號
9,國立中央大學附屬中壢高中,103,聯合分發,植物醫學系,30305,2,1,桃園市,桃園市中壢區三光路115號
10,國立中央大學附屬中壢高中,103,申請入學,生物資源學系,30305,1,1,桃園市,桃園市中壢區三光路115號
11,國立中央大學附屬中壢高中,103,聯合分發,音樂學系,30305,3,1,桃園市,桃園市中壢區三光路115號
12,國立中央大學附屬中壢高中,109,聯合分發,數位學習設計與管理學系,30305,3,1,桃園市,桃園市中壢區三光路115號
13,國立中央大學附屬中壢高中,108,聯合分發,應用化學系,30305,2,2,桃園市,桃園市中壢區三光路115號
14,國立中央大學附屬中壢高中,110,聯合分發,行銷與觀光管理學系,30305,2,1,桃園市,桃園市中壢區三光路115號
15,國立中央大學附屬中壢高中,107,聯合分發,生物資源學系,30305,1,1,桃園市,桃園市中壢區三光路115號
16,國立中央大學附屬中壢高中,103,聯合分發,應用經濟學系,30305,2,1,桃園市,桃園市中壢區三光路115號
17,國立中央大學附屬中壢高中,109,聯合分發,幼兒教育學系,30305,7,1,桃園市,桃園市中壢區三光路115號
18,國立中央大學附屬中壢高中,110,申請入學,音樂學系,30305,4,1,桃園市,桃園市中壢區三光路115號
19,國立中央大學附屬中壢高中,107,聯合分發,教育學系,30305,1,2,桃園市,桃園市中壢區三光路115號
20,國立中央大學附屬中壢高中,107,聯合分發,輔導與諮商學系,30305,6,1,桃園市,桃園市中壢區三光路115號
21,國立中央大學附屬中壢高中,109,申請入學,農藝學系,30305,1,2,桃園市,桃園市中壢區三光路115號
22,國立中央大學附屬中壢高中,110,聯合分發,資訊管理學系,30305,6,1,桃園市,桃園市中壢區三光路115號
23,國立中央大學附屬中壢高中,105,聯合分發,微生物免疫與生物藥學系,30305,2,1,桃園市,桃園市中壢區三光路115號
24,國立中央大學附屬中壢高中,108,聯合分發,輔導與諮商學系,30305,5,1,桃園市,桃園市中壢區三光路115號
25,國立中央大學附屬中壢高中,105,申請入學,財務金融學系,30305,1,1,桃園市,桃園市中壢區三光路115號
26,國立中央大學附屬中壢高中,105,聯合分發,動物科學系,30305,1,2,桃園市,桃園市中壢區三光路115號
27,國立中央大學附屬中壢高中,110,聯合分發,電子物理學系,30305,5,1,桃園市,桃園市中壢區三光路115號
28,國立中央大學附屬中壢高中,104,聯合分發,輔導與諮商學系,30305,10,1,桃園市,桃園市中壢區三光路115號
29,國立中央大學附屬中壢高中,103,聯合分發,木質材料與設計學系,30305,3,1,桃園市,桃園市中壢區三光路115號
30,國立中央大學附屬中壢高中,108,繁星推薦,音樂學系,30305,1,1,桃園市,桃園市中壢區三光路115號
31,國立中央大學附屬中壢高中,109,聯合分發,輔導與諮商學系,30305,1,2,桃園市,桃園市中壢區三光路115號
32,國立中央大學附屬中壢高中,107,申請入學,財務金融學系,30305,3,1,桃園市,桃園市中壢區三光路115號
33,國立中央大學附屬中壢高中,104,聯合分發,特殊教育學系,30305,2,1,桃園市,桃園市中壢區三光路115號
34,國立中央大學附屬中壢高中,106,聯合分發,動物科學系,30305,4,1,桃園市,桃園市中壢區三光路115號
35,國立中央大學附屬中壢高中,107,聯合分發,電機工程學系,30305,2,1,桃園市,桃園市中壢區三光路115號
36,國立中央大學附屬中壢高中,108,聯合分發,應用歷史學系,30305,2,1,桃園市,桃園市中壢區三光路115號
37,國立中央大學附屬中壢高中,107,申請入學,幼兒教育學系,30305,3,1,桃園市,桃園市中壢區三光路115號
38,國立中央大學附屬中壢高中,105,聯合分發,生化科技學系,30305,4,1,桃園市,桃園市中壢區三光路115號
39,國立中央大學附屬中壢高中,105,聯合分發,水生生物科學系,30305,2,1,桃園市,桃園市中壢區三光路115號
40,國立中央大學附屬中壢高中,103,聯合分發,財務金融學系,30305,3,1,桃園市,桃園市中壢區三光路115號
41,國立中央大學附屬中壢高中,105,聯合分發,應用化學系,30305,2,2,桃園市,桃園市中壢區三光路115號
42,國立中央大學附屬中壢高中,109,申請入學,園藝學系,30305,2,1,桃園市,桃園市中壢區三光路115號
43,國立中央大學附屬中壢高中,106,申請入學,微生物免疫與生物藥學系,30305,1,1,桃園市,桃園市中壢區三光路115號
44,國立中央大學附屬中壢高中,108,申請入學,園藝學系,30305,3,1,桃園市,桃園市中壢區三光路115號
45,國立中央大學附屬中壢高中,103,聯合分發,食品科學系,30305,5,1,桃園市,桃園市中壢區三光路115號
46,國立中央大學附屬中壢高中,106,聯合分發,土木與水資源工程學系,30305,5,1,桃園市,桃園市中壢區三光路115號
47,國立中央大學附屬中壢高中,107,聯合分發,外國語言學系,30305,5,2,桃園市,桃園市中壢區三光路115號
48,國立中央大學附屬中壢高中,109,聯合分發,生化科技學系,30305,4,1,桃園市,桃園市中壢區三光路115號
49,國立中央大學附屬中壢高中,106,申請入學,體育與健康休閒學系,30305,3,1,桃園市,桃園市中壢區三光路115號
50,國立中央大學附屬中壢高中,108,申請入學,輔導與諮商學系,30305,4,1,桃園市,桃園市中壢區三光路115號
51,國立中央大學附屬中壢高中,108,聯合分發,植物醫學系,30305,1,2,桃園市,桃園市中壢區三光路115號
52,國立中央大學附屬中壢高中,104,聯合分發,微生物免疫與生物藥學系,30305,3,1,桃園市,桃園市中壢區三光路115號
53,國立中央大學附屬中壢高中,110,聯合分發,外國語言學系,30305,14,1,桃園市,桃園市中壢區三光路115號
54,國立中央大學附屬中壢高中,106,聯合分發,幼兒教育學系,30305,1,2,桃園市,桃園市中壢區三光路115號
55,國立中央大學附屬中壢高中,103,聯合分發,電機工程學系,30305,6,1,桃園市,桃園市中壢區三光路115號
56,國立中央大學附屬中壢高中,107,聯合分發,數位學習設計與管理學系,30305,1,1,桃園市,桃園市中壢區三光路115號
57,國立中央大學附屬中壢高中,109,申請入學,音樂學系,30305,4,1,桃園市,桃園市中壢區三光路115號
58,國立中央大學附屬中壢高中,107,聯合分發,中國文學系,30305,4,1,桃園市,桃園市中壢區三光路115號
59,國立中央大學附屬中壢高中,109,聯合分發,動物科學系,30305,2,1,桃園市,桃園市中壢區三光路115號
60,國立中央大學附屬中壢高中,104,聯合分發,應用經濟學系,30305,4,1,桃園市,桃園市中壢區三光路115號
61,國立中央大學附屬中壢高中,104,申請入學,外國語言學系,30305,2,1,桃園市,桃園市中壢區三光路115號
62,國立中央大學附屬中壢高中,106,聯合分發,園藝學系,30305,2,1,桃園市,桃園市中壢區三光路115號
63,國立中央大學附屬中壢高中,107,聯合分發,應用化學系,30305,1,2,桃園市,桃園市中壢區三光路115號
64,國立中央大學附屬中壢高中,103,聯合分發,輔導與諮商學系,30305,7,1,桃園市,桃園市中壢區三光路115號
65,國立中央大學附屬中壢高中,110,聯合分發,財務金融學系,30305,1,3,桃園市,桃園市中壢區三光路115號
66,國立中央大學附屬中壢高中,106,聯合分發,食品科學系,30305,1,3,桃園市,桃園市中壢區三光路115號
67,國立中央大學附屬中壢高中,104,聯合分發,音樂學系,30305,2,1,桃園市,桃園市中壢區三光路115號
68,國立中央大學附屬中壢高中,104,申請入學,動物科學系,30305,2,1,桃園市,桃園市中壢區三光路115號
69,國立中央大學附屬中壢高中,105,申請入學,土木與水資源工程學系,30305,4,1,桃園市,桃園市中壢區三光路115號
70,國立中央大學附屬中壢高中,105,聯合分發,植物醫學系,30305,3,1,桃園市,桃園市中壢區三光路115號
71,國立中央大學附屬中壢高中,103,聯合分發,生物農業科技學系,30305,1,2,桃園市,桃園市中壢區三光路115號
72,國立中央大學附屬中壢高中,110,聯合分發,電機工程學系,30305,8,1,桃園市,桃園市中壢區三光路115號
73,國立中央大學附屬中壢高中,109,申請入學,中國文學系,30305,1,1,桃園市,桃園市中壢區三光路115號
74,國立中央大學附屬中壢高中,110,聯合分發,應用化學系,30305,7,1,桃園市,桃園市中壢區三光路115號
75,國立中央大學附屬中壢高中,105,申請入學,音樂學系,30305,2,3,桃園市,桃園市中壢區三光路115號
76,國立中央大學附屬中壢高中,109,聯合分發,應用歷史學系,30305,5,1,桃園市,桃園市中壢區三光路115號
77,國立中央大學附屬中壢高中,109,申請入學,電子物理學系,30305,4,1,桃園市,桃園市中壢區三光路115號
78,國立中央大學附屬中壢高中,106,聯合分發,電機工程學系,30305,8,1,桃園市,桃園市中壢區三光路115號
79,國立中央大學附屬中壢高中,105,聯合分發,園藝學系,30305,1,1,桃園市,桃園市中壢區三光路115號
80,國立中央大學附屬中壢高中,105,申請入學,幼兒教育學系,30305,2,1,桃園市,桃園市中壢區三光路115號
81,國立中央大學附屬中壢高中,107,聯合分發,食品科學系,30305,3,1,桃園市,桃園市中壢區三光路115號
82,國立中央大學附屬中壢高中,110,聯合分發,微生物免疫與生物藥學系,30305,3,1,桃園市,桃園市中壢區三光路115號
83,國立中央大學附屬中壢高中,104,聯合分發,應用化學系,30305,1,2,桃園市,桃園市中壢區三光路115號
84,國立中央大學附屬中壢高中,105,聯合分發,應用數學系,30305,3,1,桃園市,桃園市中壢區三光路115號
85,國立中央大學附屬中壢高中,108,聯合分發,資訊工程學系,30305,3,1,桃園市,桃園市中壢區三光路115號
86,國立中央大學附屬中壢高中,108,聯合分發,生物農業科技學系,30305,1,1,桃園市,桃園市中壢區三光路115號
87,國立中央大學附屬中壢高中,108,聯合分發,企業管理學系,30305,2,1,桃園市,桃園市中壢區三光路115號
88,國立中央大學附屬中壢高中,108,聯合分發,水生生物科學系,30305,2,1,桃園市,桃園市中壢區三光路115號
89,國立中央大學附屬中壢高中,110,聯合分發,機械與能源工程學系,30305,7,1,桃園市,桃園市中壢區三光路115號
90,國立中央大學附屬中壢高中,107,申請入學,音樂學系,30305,4,1,桃園市,桃園市中壢區三光路115號
91,國立中央大學附屬中壢高中,109,聯合分發,資訊管理學系,30305,1,2,桃園市,桃園市中壢區三光路115號
92,國立中央大學附屬中壢高中,110,申請入學,獸醫學系,30305,4,1,桃園市,桃園市中壢區三光路115號
93,國立中央大學附屬中壢高中,109,申請入學,特殊教育學系,30305,1,1,桃園市,桃園市中壢區三光路115號
94,國立中央大學附屬中壢高中,109,聯合分發,資訊工程學系,30305,1,2,桃園市,桃園市中壢區三光路115號
95,國立中央大學附屬中壢高中,109,聯合分發,中國文學系,30305,4,1,桃園市,桃園市中壢區三光路115號
15298,國立中央大學附屬中壢高中,101,申請入學,微生物免疫與生物藥學系,H10305,2,1,桃園市,桃園市中壢區三光路115號
15299,國立中央大學附屬中壢高中,101,申請入學,生物農業科技學系,H10305,2,1,桃園市,桃園市中壢區三光路115號
15300,國立中央大學附屬中壢高中,101,繁星推薦,外國語言學系,H10305,1,1,桃園市,桃園市中壢區三光路115號
15301,國立中央大學附屬中壢高中,101,聯合分發,外國語言學系,H10305,14,1,桃園市,桃園市中壢區三光路115號
15302,國立中央大學附屬中壢高中,101,聯合分發,微生物免疫與生物藥學系,H10305,1,2,桃園市,桃園市中壢區三光路115號
15303,國立中央大學附屬中壢高中,101,聯合分發,應用化學系,H10305,2,1,桃園市,桃園市中壢區三光路115號
15304,國立中央大學附屬中壢高中,101,聯合分發,應用經濟學系,H10305,10,1,桃園市,桃園市中壢區三光路115號
15305,國立中央大學附屬中壢高中,101,聯合分發,木質材料與設計學系,H10305,3,1,桃園市,桃園市中壢區三光路115號
15306,國立中央大學附屬中壢高中,101,聯合分發,森林暨自然資源學系,H10305,1,2,桃園市,桃園市中壢區三光路115號
15307,國立中央大學附屬中壢高中,101,聯合分發,水生生物科學系,H10305,5,1,桃園市,桃園市中壢區三光路115號
15308,國立中央大學附屬中壢高中,101,聯合分發,生物機電工程學系,H10305,4,1,桃園市,桃園市中壢區三光路115號
15309,國立中央大學附屬中壢高中,101,聯合分發,生物資源學系,H10305,4,1,桃園市,桃園市中壢區三光路115號
15310,國立中央大學附屬中壢高中,101,聯合分發,資訊管理學系,H10305,6,1,桃園市,桃園市中壢區三光路115號
15311,國立中央大學附屬中壢高中,101,聯合分發,電機工程學系,H10305,3,1,桃園市,桃園市中壢區三光路115號
15312,國立中央大學附屬中壢高中,101,聯合分發,音樂學系,H10305,3,1,桃園市,桃園市中壢區三光路115號
15313,國立中央大學附屬中壢高中,102,申請入學,景觀學系,32305,1,1,桃園市,桃園市中壢區三光路115號
15314,國立中央大學附屬中壢高中,102,申請入學,木質材料與設計學系,H10305,2,1,桃園市,桃園市中壢區三光路115號
15315,國立中央大學附屬中壢高中,102,申請入學,森林暨自然資源學系,H10305,3,1,桃園市,桃園市中壢區三光路115號
15316,國立中央大學附屬中壢高中,102,申請入學,機械與能源工程學系,H10305,2,1,桃園市,桃園市中壢區三光路115號
15317,國立中央大學附屬中壢高中,102,申請入學,獸醫學系,H10305,2,1,桃園市,桃園市中壢區三光路115號
15318,國立中央大學附屬中壢高中,102,申請入學,食品科學系,H10305,3,1,桃園市,桃園市中壢區三光路115號
15319,國立中央大學附屬中壢高中,102,聯合分發,數位學習設計與管理學系,H10305,2,1,桃園市,桃園市中壢區三光路115號
15320,國立中央大學附屬中壢高中,102,聯合分發,景觀學系,H10305,5,1,桃園市,桃園市中壢區三光路115號
15321,國立中央大學附屬中壢高中,102,聯合分發,生化科技學系,H10305,3,1,桃園市,桃園市中壢區三光路115號
15322,國立中央大學附屬中壢高中,102,聯合分發,行銷與觀光管理學系,H10305,3,1,桃園市,桃園市中壢區三光路115號
15323,國立中央大學附屬中壢高中,102,聯合分發,財務金融學系,H10305,2,1,桃園市,桃園市中壢區三光路115號
15324,國立中央大學附屬中壢高中,102,聯合分發,電子物理學系,H10305,4,1,桃園市,桃園市中壢區三光路115號
15798,國立中山大學,101,聯合分發,獸醫學系,9,5,1,高雄市,高雄市鼓山區蓮海路70號
96,國立中山大學附屬國光高中,109,申請入學,微生物免疫與生物藥學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
97,國立中山大學附屬國光高中,103,聯合分發,外國語言學系,540301,12,1,高雄市,高雄市楠梓區後昌路512號
98,國立中山大學附屬國光高中,102,聯合分發,生物資源學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
99,國立中山大學附屬國光高中,102,申請入學,體育與健康休閒學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
100,國立中山大學附屬國光高中,106,申請入學,森林暨自然資源學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
101,國立中山大學附屬國光高中,108,聯合分發,木質材料與設計學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
102,國立中山大學附屬國光高中,106,聯合分發,教育學系,540301,5,1,高雄市,高雄市楠梓區後昌路512號
103,國立中山大學附屬國光高中,103,聯合分發,土木與水資源工程學系,540301,6,1,高雄市,高雄市楠梓區後昌路512號
104,國立中山大學附屬國光高中,105,聯合分發,生物機電工程學系,540301,4,1,高雄市,高雄市楠梓區後昌路512號
105,國立中山大學附屬國光高中,105,申請入學,微生物免疫與生物藥學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
106,國立中山大學附屬國光高中,104,申請入學,生化科技學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
107,國立中山大學附屬國光高中,102,聯合分發,行銷與觀光管理學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
108,國立中山大學附屬國光高中,109,繁星推薦,園藝學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
109,國立中山大學附屬國光高中,106,繁星推薦,應用數學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
110,國立中山大學附屬國光高中,107,申請入學,生物機電工程學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
111,國立中山大學附屬國光高中,104,聯合分發,電機工程學系,540301,4,1,高雄市,高雄市楠梓區後昌路512號
112,國立中山大學附屬國光高中,102,申請入學,農藝學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
113,國立中山大學附屬國光高中,108,申請入學,木質材料與設計學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
114,國立中山大學附屬國光高中,109,申請入學,應用數學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
115,國立中山大學附屬國光高中,110,申請入學,農藝學系,540301,4,1,高雄市,高雄市楠梓區後昌路512號
116,國立中山大學附屬國光高中,104,聯合分發,輔導與諮商學系,540301,10,1,高雄市,高雄市楠梓區後昌路512號
117,國立中山大學附屬國光高中,105,聯合分發,輔導與諮商學系,540301,7,1,高雄市,高雄市楠梓區後昌路512號
118,國立中山大學附屬國光高中,103,申請入學,生物機電工程學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
119,國立中山大學附屬國光高中,101,申請入學,森林暨自然資源學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
120,國立中山大學附屬國光高中,105,聯合分發,企業管理學系,540301,6,1,高雄市,高雄市楠梓區後昌路512號
121,國立中山大學附屬國光高中,106,繁星推薦,資訊管理學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
122,國立中山大學附屬國光高中,101,聯合分發,教育學系,540301,5,1,高雄市,高雄市楠梓區後昌路512號
123,國立中山大學附屬國光高中,101,聯合分發,外國語言學系,540301,14,1,高雄市,高雄市楠梓區後昌路512號
124,國立中山大學附屬國光高中,102,聯合分發,視覺藝術學系,540301,7,1,高雄市,高雄市楠梓區後昌路512號
125,國立中山大學附屬國光高中,103,申請入學,機械與能源工程學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
126,國立中山大學附屬國光高中,106,申請入學,資訊管理學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
127,國立中山大學附屬國光高中,101,申請入學,生物資源學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
128,國立中山大學附屬國光高中,108,繁星推薦,特殊教育學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
129,國立中山大學附屬國光高中,105,申請入學,應用數學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
130,國立中山大學附屬國光高中,102,申請入學,特殊教育學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
131,國立中山大學附屬國光高中,102,聯合分發,機械與能源工程學系,540301,2,2,高雄市,高雄市楠梓區後昌路512號
132,國立中山大學附屬國光高中,106,聯合分發,生物資源學系,540301,5,1,高雄市,高雄市楠梓區後昌路512號
133,國立中山大學附屬國光高中,103,繁星推薦,行銷與觀光管理學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
134,國立中山大學附屬國光高中,107,申請入學,土木與水資源工程學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
135,國立中山大學附屬國光高中,103,聯合分發,微生物免疫與生物藥學系,540301,1,2,高雄市,高雄市楠梓區後昌路512號
136,國立中山大學附屬國光高中,110,繁星推薦,獸醫學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
137,國立中山大學附屬國光高中,101,聯合分發,財務金融學系,540301,4,1,高雄市,高雄市楠梓區後昌路512號
138,國立中山大學附屬國光高中,101,聯合分發,應用歷史學系,540301,1,2,高雄市,高雄市楠梓區後昌路512號
139,國立中山大學附屬國光高中,107,申請入學,視覺藝術學系,540301,4,1,高雄市,高雄市楠梓區後昌路512號
140,國立中山大學附屬國光高中,103,聯合分發,獸醫學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
141,國立中山大學附屬國光高中,106,申請入學,應用歷史學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
142,國立中山大學附屬國光高中,101,申請入學,企業管理學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
143,國立中山大學附屬國光高中,101,繁星推薦,外國語言學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
144,國立中山大學附屬國光高中,108,聯合分發,視覺藝術學系,540301,2,2,高雄市,高雄市楠梓區後昌路512號
145,國立中山大學附屬國光高中,108,申請入學,行銷與觀光管理學系,540301,1,2,高雄市,高雄市楠梓區後昌路512號
146,國立中山大學附屬國光高中,103,聯合分發,食品科學系,540301,1,2,高雄市,高雄市楠梓區後昌路512號
147,國立中山大學附屬國光高中,107,聯合分發,水生生物科學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
148,國立中山大學附屬國光高中,108,聯合分發,外國語言學系,540301,16,1,高雄市,高雄市楠梓區後昌路512號
149,國立中山大學附屬國光高中,108,繁星推薦,行銷與觀光管理學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
150,國立中山大學附屬國光高中,105,聯合分發,機械與能源工程學系,540301,5,1,高雄市,高雄市楠梓區後昌路512號
151,國立中山大學附屬國光高中,108,聯合分發,機械與能源工程學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
152,國立中山大學附屬國光高中,107,聯合分發,電子物理學系,540301,4,1,高雄市,高雄市楠梓區後昌路512號
153,國立中山大學附屬國光高中,103,繁星推薦,外國語言學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
154,國立中山大學附屬國光高中,101,聯合分發,視覺藝術學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
155,國立中山大學附屬國光高中,106,聯合分發,微生物免疫與生物藥學系,540301,4,1,高雄市,高雄市楠梓區後昌路512號
156,國立中山大學附屬國光高中,102,申請入學,生物農業科技學系,540301,1,2,高雄市,高雄市楠梓區後昌路512號
157,國立中山大學附屬國光高中,101,聯合分發,土木與水資源工程學系,540301,14,1,高雄市,高雄市楠梓區後昌路512號
158,國立中山大學附屬國光高中,110,申請入學,應用化學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
159,國立中山大學附屬國光高中,105,申請入學,生化科技學系,540301,2,2,高雄市,高雄市楠梓區後昌路512號
160,國立中山大學附屬國光高中,102,聯合分發,微生物免疫與生物藥學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
161,國立中山大學附屬國光高中,108,聯合分發,生物資源學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
162,國立中山大學附屬國光高中,101,申請入學,園藝學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
163,國立中山大學附屬國光高中,108,申請入學,應用數學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
164,國立中山大學附屬國光高中,110,聯合分發,應用化學系,540301,7,1,高雄市,高雄市楠梓區後昌路512號
165,國立中山大學附屬國光高中,108,申請入學,水生生物科學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
166,國立中山大學附屬國光高中,109,聯合分發,食品科學系,540301,4,1,高雄市,高雄市楠梓區後昌路512號
167,國立中山大學附屬國光高中,102,申請入學,動物科學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
168,國立中山大學附屬國光高中,105,聯合分發,景觀學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
169,國立中山大學附屬國光高中,102,聯合分發,教育學系,540301,5,1,高雄市,高雄市楠梓區後昌路512號
170,國立中山大學附屬國光高中,107,申請入學,應用歷史學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
171,國立中山大學附屬國光高中,105,申請入學,生物農業科技學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
172,國立中山大學附屬國光高中,101,聯合分發,行銷與觀光管理學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
173,國立中山大學附屬國光高中,105,繁星推薦,動物科學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
174,國立中山大學附屬國光高中,104,申請入學,生物機電工程學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
175,國立中山大學附屬國光高中,105,聯合分發,中國文學系,540301,4,1,高雄市,高雄市楠梓區後昌路512號
176,國立中山大學附屬國光高中,101,聯合分發,植物醫學系,540301,7,1,高雄市,高雄市楠梓區後昌路512號
177,國立中山大學附屬國光高中,108,申請入學,應用經濟學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
178,國立中山大學附屬國光高中,108,申請入學,外國語言學系,540301,6,1,高雄市,高雄市楠梓區後昌路512號
179,國立中山大學附屬國光高中,105,聯合分發,外國語言學系,540301,14,1,高雄市,高雄市楠梓區後昌路512號
180,國立中山大學附屬國光高中,102,聯合分發,資訊管理學系,540301,6,1,高雄市,高雄市楠梓區後昌路512號
181,國立中山大學附屬國光高中,101,申請入學,幼兒教育學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
182,國立中山大學附屬國光高中,105,聯合分發,森林暨自然資源學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
183,國立中山大學附屬國光高中,104,申請入學,水生生物科學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
184,國立中山大學附屬國光高中,103,申請入學,教育學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
185,國立中山大學附屬國光高中,108,申請入學,特殊教育學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
186,國立中山大學附屬國光高中,104,繁星推薦,應用經濟學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
187,國立中山大學附屬國光高中,104,聯合分發,生物資源學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
188,國立中山大學附屬國光高中,104,聯合分發,土木與水資源工程學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
189,國立中山大學附屬國光高中,107,申請入學,資訊管理學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
190,國立中山大學附屬國光高中,104,申請入學,電子物理學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
191,國立中山大學附屬國光高中,110,聯合分發,生物資源學系,540301,4,1,高雄市,高雄市楠梓區後昌路512號
192,國立中山大學附屬國光高中,101,聯合分發,景觀學系,540301,3,1,高雄市,高雄市楠梓區後昌路512號
193,國立中山大學附屬國光高中,106,申請入學,幼兒教育學系,540301,1,2,高雄市,高雄市楠梓區後昌路512號
194,國立中山大學附屬國光高中,109,申請入學,生化科技學系,540301,2,1,高雄市,高雄市楠梓區後昌路512號
195,國立中山大學附屬國光高中,106,申請入學,企業管理學系,540301,1,1,高雄市,高雄市楠梓區後昌路512號
