學年,入學方式,學籍系所名稱,畢業學校代碼,畢業學校,rank,人數
101,申請入學,中國文學系,050315,國立苑裡高中,1,1
101,申請入學,中國文學系,071311,私立精誠高中,1,1
101,申請入學,中國文學系,080305,國立中興高中,1,1
101,申請入學,中國文學系,090305,國立斗六高中,1,1
101,申請入學,中國文學系,100302,國立新港藝術高中,1,1
101,申請入學,中國文學系,110302,國立新豐高中,1,1
101,申請入學,中國文學系,120319,國立鳳新高中,1,1
101,申請入學,中國文學系,124302,市立文山高中,1,1
101,申請入學,中國文學系,200303,國立嘉義高中,1,1
101,申請入學,中國文學系,551301,私立立志高中,1,1
101,申請入學,企業管理學系,553302,市立三民高中,1,2
101,申請入學,企業管理學系,,無,2,1
101,申請入學,企業管理學系,061314,私立僑泰高中,2,1
101,申請入學,企業管理學系,130302,國立屏東女中,2,1
101,申請入學,企業管理學系,540301,國立中山大學附屬國光高中,2,1
101,申請入學,企業管理學系,593302,市立瑞祥高中,2,1
101,申請入學,動物科學系,010304,板橋高中,1,1
101,申請入學,動物科學系,070406,國立彰化高商,1,1
101,申請入學,動物科學系,090305,國立斗六高中,1,1
101,申請入學,動物科學系,111323,私立黎明高中,1,1
101,申請入學,動物科學系,114306,市立大灣高中,1,1
101,申請入學,動物科學系,120319,國立鳳新高中,1,1
101,申請入學,動物科學系,130302,國立屏東女中,1,1
101,申請入學,動物科學系,130305,國立屏東高中,1,1
101,申請入學,動物科學系,180302,國立新竹女中,1,1
101,申請入學,動物科學系,180309,國立新竹高中,1,1
101,申請入學,動物科學系,190303,臺中二中,1,1
101,申請入學,動物科學系,190315,文華高中,1,1
101,申請入學,動物科學系,193313,市立西苑高中,1,1
101,申請入學,動物科學系,200303,國立嘉義高中,1,1
101,申請入學,動物科學系,313302,市立中崙高中,1,1
101,申請入學,園藝學系,080305,國立中興高中,1,2
101,申請入學,園藝學系,323402,市立松山工農,1,2
101,申請入學,園藝學系,030306,國立武陵高中,3,1
101,申請入學,園藝學系,030403,國立北科大附屬桃園農工,3,1
101,申請入學,園藝學系,061313,私立明道高中,3,1
101,申請入學,園藝學系,063305,市立清水高中,3,1
101,申請入學,園藝學系,091307,私立永年高中,3,1
101,申請入學,園藝學系,101304,私立協同高中,3,1
101,申請入學,園藝學系,114306,市立大灣高中,3,1
101,申請入學,園藝學系,130305,國立屏東高中,3,1
101,申請入學,園藝學系,193303,市立忠明高中,3,1
101,申請入學,園藝學系,381304,私立再興中學,3,1
101,申請入學,園藝學系,540301,國立中山大學附屬國光高中,3,1
101,申請入學,土木與水資源工程學系,061313,私立明道高中,1,2
101,申請入學,土木與水資源工程學系,014311,市立三重高中,2,1
101,申請入學,土木與水資源工程學系,061314,私立僑泰高中,2,1
101,申請入學,土木與水資源工程學系,063303,市立大甲高中,2,1
101,申請入學,土木與水資源工程學系,070301,國立彰化女中,2,1
101,申請入學,土木與水資源工程學系,110311,國立北門高中,2,1
101,申請入學,土木與水資源工程學系,110312,國立新營高中,2,1
101,申請入學,土木與水資源工程學系,120303,國立鳳山高中,2,1
101,申請入學,土木與水資源工程學系,120319,國立鳳新高中,2,1
101,申請入學,土木與水資源工程學系,130305,國立屏東高中,2,1
101,申請入學,土木與水資源工程學系,193316,市立惠文高中,2,1
101,申請入學,土木與水資源工程學系,200302,國立嘉義女中,2,1
101,申請入學,土木與水資源工程學系,210303,國立臺南二中,2,1
101,申請入學,土木與水資源工程學系,210305,國立臺南一中,2,1
101,申請入學,土木與水資源工程學系,210306,國立臺南女中,2,1
101,申請入學,外國語言學系,061318,私立立人高中,1,2
101,申請入學,外國語言學系,090315,國立虎尾高中,1,2
101,申請入學,外國語言學系,130322,國立屏北高中,1,2
101,申請入學,外國語言學系,210309,國立家齊高中,1,2
101,申請入學,外國語言學系,034319,市立平鎮高中,5,1
101,申請入學,外國語言學系,050310,國立竹南高中,5,1
101,申請入學,外國語言學系,063305,市立清水高中,5,1
101,申請入學,外國語言學系,110308,國立臺南大學附中,5,1
101,申請入學,外國語言學系,111313,私立南光高中,5,1
101,申請入學,外國語言學系,111321,臺南市興國高中,5,1
101,申請入學,外國語言學系,121405,私立中山工商,5,1
101,申請入學,外國語言學系,403303,市立南湖高中,5,1
101,申請入學,外國語言學系,533302,市立新莊高中,5,1
101,申請入學,幼兒教育學系,030325,桃園市市立陽明高中,1,2
101,申請入學,幼兒教育學系,013336,市立中和高中,2,1
101,申請入學,幼兒教育學系,014311,市立三重高中,2,1
101,申請入學,幼兒教育學系,014362,市立錦和高中,2,1
101,申請入學,幼兒教育學系,030327,國立內壢高中,2,1
101,申請入學,幼兒教育學系,034312,市立大溪高中,2,1
101,申請入學,幼兒教育學系,050315,國立苑裡高中,2,1
101,申請入學,幼兒教育學系,061313,私立明道高中,2,1
101,申請入學,幼兒教育學系,080307,國立竹山高中,2,1
101,申請入學,幼兒教育學系,090306,國立北港高中,2,1
101,申請入學,幼兒教育學系,110317,國立新化高中,2,1
101,申請入學,幼兒教育學系,121405,私立中山工商,2,1
101,申請入學,幼兒教育學系,191309,私立明德高中,2,1
101,申請入學,幼兒教育學系,193315,市立東山高中,2,1
101,申請入學,幼兒教育學系,200302,國立嘉義女中,2,1
101,申請入學,幼兒教育學系,201304,私立興華高中,2,1
101,申請入學,幼兒教育學系,211315,私立瀛海高中,2,1
101,申請入學,幼兒教育學系,383301,市立景美女中,2,1
101,申請入學,幼兒教育學系,393401,市立南港高工,2,1
101,申請入學,幼兒教育學系,533301,市立左營高中,2,1
101,申請入學,幼兒教育學系,540301,國立中山大學附屬國光高中,2,1
101,申請入學,幼兒教育學系,553302,市立三民高中,2,1
101,申請入學,幼兒教育學系,581302,天主教道明中學,2,1
101,申請入學,微生物免疫與生物藥學系,190303,臺中二中,1,2
101,申請入學,微生物免疫與生物藥學系,014315,市立永平高中,2,1
101,申請入學,微生物免疫與生物藥學系,030325,桃園市市立陽明高中,2,1
101,申請入學,微生物免疫與生物藥學系,031309,桃園市育達高中,2,1
101,申請入學,微生物免疫與生物藥學系,061318,私立立人高中,2,1
101,申請入學,微生物免疫與生物藥學系,063303,市立大甲高中,2,1
101,申請入學,微生物免疫與生物藥學系,110312,國立新營高中,2,1
101,申請入學,微生物免疫與生物藥學系,121405,私立中山工商,2,1
101,申請入學,微生物免疫與生物藥學系,130306,國立潮州高中,2,1
101,申請入學,微生物免疫與生物藥學系,193316,市立惠文高中,2,1
101,申請入學,微生物免疫與生物藥學系,200302,國立嘉義女中,2,1
101,申請入學,微生物免疫與生物藥學系,H10305,中壢高中,2,1
101,申請入學,應用化學系,080305,國立中興高中,1,3
101,申請入學,應用化學系,114306,市立大灣高中,1,3
101,申請入學,應用化學系,034312,市立大溪高中,3,1
101,申請入學,應用化學系,034314,市立壽山高中,3,1
101,申請入學,應用化學系,050315,國立苑裡高中,3,1
101,申請入學,應用化學系,061315,私立華盛頓高中,3,1
101,申請入學,應用化學系,070319,國立溪湖高中,3,1
101,申請入學,應用化學系,190315,文華高中,3,1
101,申請入學,應用化學系,191314,私立嶺東高中,3,1
101,申請入學,應用化學系,200302,國立嘉義女中,3,1
101,申請入學,應用數學系,070319,國立溪湖高中,1,2
101,申請入學,應用數學系,084309,縣立旭光高中,1,2
101,申請入學,應用數學系,070F01,國立和美實驗學校,3,1
101,申請入學,應用數學系,061313,私立明道高中,3,1
101,申請入學,應用數學系,061314,私立僑泰高中,3,1
101,申請入學,應用數學系,061318,私立立人高中,3,1
101,申請入學,應用數學系,063303,市立大甲高中,3,1
101,申請入學,應用數學系,070307,國立彰化高中,3,1
101,申請入學,應用數學系,071311,私立精誠高中,3,1
101,申請入學,應用數學系,090315,國立虎尾高中,3,1
101,申請入學,應用數學系,120304,國立岡山高中,3,1
101,申請入學,應用數學系,124340,市立福誠高中,3,1
101,申請入學,應用數學系,130322,國立屏北高中,3,1
101,申請入學,應用數學系,150303,國立花蓮高中,3,1
101,申請入學,應用數學系,180403,國立新竹高商,3,1
101,申請入學,應用數學系,210303,國立臺南二中,3,1
101,申請入學,應用數學系,210309,國立家齊高中,3,1
101,申請入學,應用數學系,213303,市立南寧高中,3,1
101,申請入學,應用歷史學系,150303,國立花蓮高中,1,2
101,申請入學,應用歷史學系,050315,國立苑裡高中,2,1
101,申請入學,應用歷史學系,061313,私立明道高中,2,1
101,申請入學,應用歷史學系,064336,市立長億高中,2,1
101,申請入學,應用歷史學系,110308,國立臺南大學附中,2,1
101,申請入學,應用歷史學系,173304,市立中山高中,2,1
101,申請入學,應用歷史學系,191314,私立嶺東高中,2,1
101,申請入學,應用歷史學系,193313,市立西苑高中,2,1
101,申請入學,應用歷史學系,553302,市立三民高中,2,1
101,申請入學,應用歷史學系,580301,國立高師大附中,2,1
101,申請入學,應用歷史學系,613301,市立小港高中,2,1
101,申請入學,應用經濟學系,064324,市立大里高中,1,3
101,申請入學,應用經濟學系,061318,私立立人高中,2,1
101,申請入學,應用經濟學系,090306,國立北港高中,2,1
101,申請入學,應用經濟學系,100302,國立新港藝術高中,2,1
101,申請入學,應用經濟學系,130302,國立屏東女中,2,1
101,申請入學,教育學系,200302,國立嘉義女中,1,2
101,申請入學,教育學系,090315,國立虎尾高中,2,1
101,申請入學,教育學系,091308,私立正心高中,2,1
101,申請入學,教育學系,091319,私立福智高中,2,1
101,申請入學,教育學系,111320,私立港明高中,2,1
101,申請入學,教育學系,124340,市立福誠高中,2,1
101,申請入學,教育學系,170302,國立基隆高中,2,1
101,申請入學,教育學系,173304,市立中山高中,2,1
101,申請入學,教育學系,533302,市立新莊高中,2,1
101,申請入學,數位學習設計與管理學系,583301,市立中正高中,1,2
101,申請入學,數位學習設計與管理學系,034314,市立壽山高中,2,1
101,申請入學,數位學習設計與管理學系,064336,市立長億高中,2,1
101,申請入學,數位學習設計與管理學系,101304,私立協同高中,2,1
101,申請入學,數位學習設計與管理學系,124340,市立福誠高中,2,1
101,申請入學,數位學習設計與管理學系,191301,私立東大附中,2,1
101,申請入學,數位學習設計與管理學系,193315,市立東山高中,2,1
101,申請入學,數位學習設計與管理學系,210306,國立臺南女中,2,1
101,申請入學,數位學習設計與管理學系,210309,國立家齊高中,2,1
101,申請入學,數位學習設計與管理學系,211315,私立瀛海高中,2,1
101,申請入學,數位學習設計與管理學系,533302,市立新莊高中,2,1
101,申請入學,景觀學系,061313,私立明道高中,1,1
101,申請入學,景觀學系,061318,私立立人高中,1,1
101,申請入學,景觀學系,130302,國立屏東女中,1,1
101,申請入學,景觀學系,193303,市立忠明高中,1,1
101,申請入學,景觀學系,210309,國立家齊高中,1,1
101,申請入學,景觀學系,211320,財團法人慈濟高中,1,1
101,申請入學,景觀學系,403301,市立內湖高中,1,1
101,申請入學,景觀學系,403303,市立南湖高中,1,1
101,申請入學,景觀學系,563301,市立新興高中,1,1
101,申請入學,木質材料與設計學系,010304,板橋高中,1,1
101,申請入學,木質材料與設計學系,041305,私立忠信高中,1,1
101,申請入學,木質材料與設計學系,061314,私立僑泰高中,1,1
101,申請入學,木質材料與設計學系,070319,國立溪湖高中,1,1
101,申請入學,木質材料與設計學系,110312,國立新營高中,1,1
101,申請入學,木質材料與設計學系,111323,私立黎明高中,1,1
101,申請入學,木質材料與設計學系,122303,鳳山高中,1,1
101,申請入學,木質材料與設計學系,124302,市立文山高中,1,1
101,申請入學,木質材料與設計學系,130305,國立屏東高中,1,1
101,申請入學,木質材料與設計學系,130306,國立潮州高中,1,1
101,申請入學,木質材料與設計學系,131308,私立陸興高中,1,1
101,申請入學,木質材料與設計學系,134304,縣立大同高中,1,1
101,申請入學,木質材料與設計學系,140303,國立臺東高中,1,1
101,申請入學,木質材料與設計學系,173307,市立暖暖高中,1,1
101,申請入學,木質材料與設計學系,200303,國立嘉義高中,1,1
101,申請入學,木質材料與設計學系,200406,國立嘉義高商,1,1
101,申請入學,木質材料與設計學系,210303,國立臺南二中,1,1
101,申請入學,木質材料與設計學系,211301,私立長榮高中,1,1
101,申請入學,森林暨自然資源學系,071311,私立精誠高中,1,1
101,申請入學,森林暨自然資源學系,090315,國立虎尾高中,1,1
101,申請入學,森林暨自然資源學系,120319,國立鳳新高中,1,1
101,申請入學,森林暨自然資源學系,140302,國立臺東女中,1,1
101,申請入學,森林暨自然資源學系,200303,國立嘉義高中,1,1
101,申請入學,森林暨自然資源學系,383301,市立景美女中,1,1
101,申請入學,森林暨自然資源學系,533301,市立左營高中,1,1
101,申請入學,森林暨自然資源學系,540301,國立中山大學附屬國光高中,1,1
101,申請入學,森林暨自然資源學系,573301,市立高雄女中,1,1
101,申請入學,機械與能源工程學系,130305,國立屏東高中,1,2
101,申請入學,機械與能源工程學系,014343,市立安康高中,2,1
101,申請入學,機械與能源工程學系,030327,國立內壢高中,2,1
101,申請入學,機械與能源工程學系,070304,國立員林高中,2,1
101,申請入學,機械與能源工程學系,180309,國立新竹高中,2,1
101,申請入學,機械與能源工程學系,323302,市立永春高中,2,1
101,申請入學,機械與能源工程學系,583301,市立中正高中,2,1
101,申請入學,機械與能源工程學系,593301,市立前鎮高中,2,1
101,申請入學,水生生物科學系,050315,國立苑裡高中,1,1
101,申請入學,水生生物科學系,064328,市立新社高中,1,1
101,申請入學,水生生物科學系,101304,私立協同高中,1,1
101,申請入學,水生生物科學系,111321,臺南市興國高中,1,1
101,申請入學,水生生物科學系,130302,國立屏東女中,1,1
101,申請入學,水生生物科學系,170403,國立基隆海事,1,1
101,申請入學,水生生物科學系,193313,市立西苑高中,1,1
101,申請入學,水生生物科學系,210416,國立臺南海事,1,1
101,申請入學,水生生物科學系,583301,市立中正高中,1,1
101,申請入學,水生生物科學系,593301,市立前鎮高中,1,1
101,申請入學,特殊教育學系,014357,市立三民高中,1,1
101,申請入學,特殊教育學系,031318,桃園市啟英高中,1,1
101,申請入學,特殊教育學系,064336,市立長億高中,1,1
101,申請入學,特殊教育學系,080305,國立中興高中,1,1
101,申請入學,特殊教育學系,090315,國立虎尾高中,1,1
101,申請入學,特殊教育學系,110308,國立臺南大學附中,1,1
101,申請入學,特殊教育學系,111321,臺南市興國高中,1,1
101,申請入學,特殊教育學系,120319,國立鳳新高中,1,1
101,申請入學,特殊教育學系,124340,市立福誠高中,1,1
101,申請入學,特殊教育學系,381301,私立東山高中,1,1
101,申請入學,特殊教育學系,403301,市立內湖高中,1,1
101,申請入學,特殊教育學系,563301,市立新興高中,1,1
101,申請入學,獸醫學系,101303,私立同濟高中,1,2
101,申請入學,獸醫學系,010304,板橋高中,2,1
101,申請入學,獸醫學系,061318,私立立人高中,2,1
101,申請入學,獸醫學系,070301,國立彰化女中,2,1
101,申請入學,獸醫學系,190302,臺中一中,2,1
101,申請入學,獸醫學系,210305,國立臺南一中,2,1
101,申請入學,獸醫學系,210306,國立臺南女中,2,1
101,申請入學,獸醫學系,323301,市立松山高中,2,1
101,申請入學,獸醫學系,573301,市立高雄女中,2,1
101,申請入學,生化科技學系,061313,私立明道高中,1,2
101,申請入學,生化科技學系,031311,桃園市復旦高中,2,1
101,申請入學,生化科技學系,061318,私立立人高中,2,1
101,申請入學,生化科技學系,063303,市立大甲高中,2,1
101,申請入學,生化科技學系,090305,國立斗六高中,2,1
101,申請入學,生化科技學系,114306,市立大灣高中,2,1
101,申請入學,生化科技學系,120304,國立岡山高中,2,1
101,申請入學,生化科技學系,130305,國立屏東高中,2,1
101,申請入學,生化科技學系,140303,國立臺東高中,2,1
101,申請入學,生化科技學系,180302,國立新竹女中,2,1
101,申請入學,生化科技學系,200302,國立嘉義女中,2,1
101,申請入學,生化科技學系,593302,市立瑞祥高中,2,1
101,申請入學,生物事業管理學系,064336,市立長億高中,1,2
101,申請入學,生物事業管理學系,124302,市立文山高中,1,2
101,申請入學,生物事業管理學系,070F01,國立和美實驗學校,3,1
101,申請入學,生物事業管理學系,031311,桃園市復旦高中,3,1
101,申請入學,生物事業管理學系,070319,國立溪湖高中,3,1
101,申請入學,生物事業管理學系,100302,國立新港藝術高中,3,1
101,申請入學,生物事業管理學系,111313,私立南光高中,3,1
101,申請入學,生物事業管理學系,111320,私立港明高中,3,1
101,申請入學,生物事業管理學系,111323,私立黎明高中,3,1
101,申請入學,生物事業管理學系,121405,私立中山工商,3,1
101,申請入學,生物事業管理學系,134304,縣立大同高中,3,1
101,申請入學,生物事業管理學系,191314,私立嶺東高中,3,1
101,申請入學,生物事業管理學系,200303,國立嘉義高中,3,1
101,申請入學,生物事業管理學系,583301,市立中正高中,3,1
101,申請入學,生物事業管理學系,593301,市立前鎮高中,3,1
101,申請入學,生物機電工程學系,,無,1,1
101,申請入學,生物機電工程學系,011324,私立竹林高中,1,1
101,申請入學,生物機電工程學系,070307,國立彰化高中,1,1
101,申請入學,生物機電工程學系,080305,國立中興高中,1,1
101,申請入學,生物機電工程學系,110317,國立新化高中,1,1
101,申請入學,生物機電工程學系,111320,私立港明高中,1,1
101,申請入學,生物機電工程學系,114306,市立大灣高中,1,1
101,申請入學,生物機電工程學系,124302,市立文山高中,1,1
101,申請入學,生物機電工程學系,130305,國立屏東高中,1,1
101,申請入學,生物機電工程學系,210303,國立臺南二中,1,1
101,申請入學,生物機電工程學系,210309,國立家齊高中,1,1
101,申請入學,生物機電工程學系,211304,財團法人聖功女中,1,1
101,申請入學,生物機電工程學系,533301,市立左營高中,1,1
101,申請入學,生物機電工程學系,551301,私立立志高中,1,1
101,申請入學,生物資源學系,061314,私立僑泰高中,1,1
101,申請入學,生物資源學系,063305,市立清水高中,1,1
101,申請入學,生物資源學系,070301,國立彰化女中,1,1
101,申請入學,生物資源學系,120303,國立鳳山高中,1,1
101,申請入學,生物資源學系,193316,市立惠文高中,1,1
101,申請入學,生物資源學系,210305,國立臺南一中,1,1
101,申請入學,生物資源學系,211315,私立瀛海高中,1,1
101,申請入學,生物資源學系,313302,市立中崙高中,1,1
101,申請入學,生物資源學系,330301,國立師大附中,1,1
101,申請入學,生物資源學系,423301,市立復興高中,1,1
101,申請入學,生物資源學系,533302,市立新莊高中,1,1
101,申請入學,生物資源學系,540301,國立中山大學附屬國光高中,1,1
101,申請入學,生物資源學系,553302,市立三民高中,1,1
101,申請入學,生物資源學系,563301,市立新興高中,1,1
101,申請入學,生物農業科技學系,040308,國立竹北高中,1,2
101,申請入學,生物農業科技學系,070F01,國立和美實驗學校,2,1
101,申請入學,生物農業科技學系,801M02,華東臺商子女學校,2,1
101,申請入學,生物農業科技學系,030325,桃園市市立陽明高中,2,1
101,申請入學,生物農業科技學系,030402,龍潭農工,2,1
101,申請入學,生物農業科技學系,061314,私立僑泰高中,2,1
101,申請入學,生物農業科技學系,063305,市立清水高中,2,1
101,申請入學,生物農業科技學系,063312,市立豐原高中,2,1
101,申請入學,生物農業科技學系,064342,市立中港高中,2,1
101,申請入學,生物農業科技學系,111320,私立港明高中,2,1
101,申請入學,生物農業科技學系,192315,文華高中,2,1
101,申請入學,生物農業科技學系,200302,國立嘉義女中,2,1
101,申請入學,生物農業科技學系,381304,私立再興中學,2,1
101,申請入學,生物農業科技學系,H10305,中壢高中,2,1
101,申請入學,行銷與觀光管理學系,031309,桃園市育達高中,1,1
101,申請入學,行銷與觀光管理學系,061314,私立僑泰高中,1,1
101,申請入學,行銷與觀光管理學系,091316,私立揚子高中,1,1
101,申請入學,行銷與觀光管理學系,114306,市立大灣高中,1,1
101,申請入學,行銷與觀光管理學系,193313,市立西苑高中,1,1
101,申請入學,行銷與觀光管理學系,200302,國立嘉義女中,1,1
101,申請入學,行銷與觀光管理學系,373301,市立華江高中,1,1
101,申請入學,行銷與觀光管理學系,533302,市立新莊高中,1,1
101,申請入學,視覺藝術學系,011322,財團法人崇光女中,1,1
101,申請入學,視覺藝術學系,033325,桃園市市立陽明高中,1,1
101,申請入學,視覺藝術學系,050303,國立苗栗高中,1,1
101,申請入學,視覺藝術學系,061318,私立立人高中,1,1
101,申請入學,視覺藝術學系,063312,市立豐原高中,1,1
101,申請入學,視覺藝術學系,064336,市立長億高中,1,1
101,申請入學,視覺藝術學系,070319,國立溪湖高中,1,1
101,申請入學,視覺藝術學系,074308,縣立彰化藝術高中,1,1
101,申請入學,視覺藝術學系,090305,國立斗六高中,1,1
101,申請入學,視覺藝術學系,091307,私立永年高中,1,1
101,申請入學,視覺藝術學系,110312,國立新營高中,1,1
101,申請入學,視覺藝術學系,120319,國立鳳新高中,1,1
101,申請入學,視覺藝術學系,124322,市立路竹高中,1,1
101,申請入學,視覺藝術學系,180302,國立新竹女中,1,1
101,申請入學,視覺藝術學系,193303,市立忠明高中,1,1
101,申請入學,視覺藝術學系,423301,市立復興高中,1,1
101,申請入學,視覺藝術學系,523301,市立鼓山高中,1,1
101,申請入學,視覺藝術學系,553302,市立三民高中,1,1
101,申請入學,視覺藝術學系,593301,市立前鎮高中,1,1
101,申請入學,視覺藝術學系,593401,市立中正高工,1,1
101,申請入學,財務金融學系,090305,國立斗六高中,1,1
101,申請入學,財務金融學系,111321,臺南市興國高中,1,1
101,申請入學,財務金融學系,120303,國立鳳山高中,1,1
101,申請入學,財務金融學系,130302,國立屏東女中,1,1
101,申請入學,財務金融學系,140302,國立臺東女中,1,1
101,申請入學,財務金融學系,160302,國立馬公高中,1,1
101,申請入學,財務金融學系,183313,市立建功高中,1,1
101,申請入學,財務金融學系,193315,市立東山高中,1,1
101,申請入學,財務金融學系,200303,國立嘉義高中,1,1
101,申請入學,財務金融學系,211315,私立瀛海高中,1,1
101,申請入學,資訊工程學系,130305,國立屏東高中,1,2
101,申請入學,資訊工程學系,210303,國立臺南二中,1,2
101,申請入學,資訊工程學系,,無,3,1
101,申請入學,資訊工程學系,014353,市立丹鳳高中,3,1
101,申請入學,資訊工程學系,030327,國立內壢高中,3,1
101,申請入學,資訊工程學系,034306,市立南崁高中,3,1
101,申請入學,資訊工程學系,061313,私立明道高中,3,1
101,申請入學,資訊工程學系,061315,私立華盛頓高中,3,1
101,申請入學,資訊工程學系,151306,私立海星高中,3,1
101,申請入學,資訊工程學系,180403,國立新竹高商,3,1
101,申請入學,資訊工程學系,190302,臺中一中,3,1
101,申請入學,資訊工程學系,210306,國立臺南女中,3,1
101,申請入學,資訊工程學系,211315,私立瀛海高中,3,1
101,申請入學,資訊工程學系,383302,市立萬芳高中,3,1
101,申請入學,資訊工程學系,553301,市立高雄中學,3,1
101,申請入學,資訊管理學系,014315,市立永平高中,1,1
101,申請入學,資訊管理學系,050315,國立苑裡高中,1,1
101,申請入學,資訊管理學系,063303,市立大甲高中,1,1
101,申請入學,資訊管理學系,064342,市立中港高中,1,1
101,申請入學,資訊管理學系,070307,國立彰化高中,1,1
101,申請入學,資訊管理學系,090315,國立虎尾高中,1,1
101,申請入學,資訊管理學系,111320,私立港明高中,1,1
101,申請入學,資訊管理學系,114307,市立永仁高中,1,1
101,申請入學,資訊管理學系,130302,國立屏東女中,1,1
101,申請入學,資訊管理學系,533302,市立新莊高中,1,1
101,申請入學,資訊管理學系,551301,私立立志高中,1,1
101,申請入學,資訊管理學系,593301,市立前鎮高中,1,1
101,申請入學,輔導與諮商學系,110308,國立臺南大學附中,1,2
101,申請入學,輔導與諮商學系,111321,臺南市興國高中,1,2
101,申請入學,輔導與諮商學系,132302,屏東女中,1,2
101,申請入學,輔導與諮商學系,011311,私立聖心女中,4,1
101,申請入學,輔導與諮商學系,110317,國立新化高中,4,1
101,申請入學,輔導與諮商學系,111323,私立黎明高中,4,1
101,申請入學,輔導與諮商學系,112311,北門高中,4,1
101,申請入學,輔導與諮商學系,120319,國立鳳新高中,4,1
101,申請入學,輔導與諮商學系,130322,國立屏北高中,4,1
101,申請入學,輔導與諮商學系,150303,國立花蓮高中,4,1
101,申請入學,輔導與諮商學系,343301,市立中山女中,4,1
101,申請入學,輔導與諮商學系,403303,市立南湖高中,4,1
101,申請入學,輔導與諮商學系,563301,市立新興高中,4,1
101,申請入學,輔導與諮商學系,581302,天主教道明中學,4,1
101,申請入學,輔導與諮商學系,710301,國立金門高中,4,1
101,申請入學,農藝學系,010304,板橋高中,1,1
101,申請入學,農藝學系,030304,國立桃園高中,1,1
101,申請入學,農藝學系,030306,國立武陵高中,1,1
101,申請入學,農藝學系,030327,國立內壢高中,1,1
101,申請入學,農藝學系,040308,國立竹北高中,1,1
101,申請入學,農藝學系,061314,私立僑泰高中,1,1
101,申請入學,農藝學系,063303,市立大甲高中,1,1
101,申請入學,農藝學系,063305,市立清水高中,1,1
101,申請入學,農藝學系,063312,市立豐原高中,1,1
101,申請入學,農藝學系,080305,國立中興高中,1,1
101,申請入學,農藝學系,190303,臺中二中,1,1
101,申請入學,農藝學系,210303,國立臺南二中,1,1
101,申請入學,農藝學系,353302,市立成功中學,1,1
101,申請入學,農藝學系,533302,市立新莊高中,1,1
101,申請入學,電子物理學系,034306,市立南崁高中,1,1
101,申請入學,電子物理學系,034347,市立永豐高中,1,1
101,申請入學,電子物理學系,061313,私立明道高中,1,1
101,申請入學,電子物理學系,061315,私立華盛頓高中,1,1
101,申請入學,電子物理學系,080305,國立中興高中,1,1
101,申請入學,電子物理學系,090305,國立斗六高中,1,1
101,申請入學,電子物理學系,100302,國立新港藝術高中,1,1
101,申請入學,電子物理學系,110317,國立新化高中,1,1
101,申請入學,電子物理學系,121405,私立中山工商,1,1
101,申請入學,電子物理學系,130302,國立屏東女中,1,1
101,申請入學,電子物理學系,210303,國立臺南二中,1,1
101,申請入學,電機工程學系,030327,國立內壢高中,1,2
101,申請入學,電機工程學系,111320,私立港明高中,1,2
101,申請入學,電機工程學系,064324,市立大里高中,3,1
101,申請入學,電機工程學系,070307,國立彰化高中,3,1
101,申請入學,電機工程學系,111321,臺南市興國高中,3,1
101,申請入學,電機工程學系,114306,市立大灣高中,3,1
101,申請入學,電機工程學系,120303,國立鳳山高中,3,1
101,申請入學,電機工程學系,193303,市立忠明高中,3,1
101,申請入學,電機工程學系,200303,國立嘉義高中,3,1
101,申請入學,電機工程學系,383301,市立景美女中,3,1
101,申請入學,電機工程學系,403303,市立南湖高中,3,1
101,申請入學,電機工程學系,533302,市立新莊高中,3,1
101,申請入學,音樂學系,120319,國立鳳新高中,1,4
101,申請入學,音樂學系,014311,市立三重高中,2,3
101,申請入學,音樂學系,200303,國立嘉義高中,2,3
101,申請入學,音樂學系,034306,市立南崁高中,4,2
101,申請入學,音樂學系,070307,國立彰化高中,4,2
101,申請入學,音樂學系,130302,國立屏東女中,4,2
101,申請入學,音樂學系,132302,屏東女中,4,2
101,申請入學,音樂學系,011323,私立光仁高中,8,1
101,申請入學,音樂學系,013335,市立新店高中,8,1
101,申請入學,音樂學系,020308,國立羅東高中,8,1
101,申請入學,音樂學系,051306,私立建臺高中,8,1
101,申請入學,音樂學系,074308,縣立彰化藝術高中,8,1
101,申請入學,音樂學系,080302,國立南投高中,8,1
101,申請入學,音樂學系,101304,私立協同高中,8,1
101,申請入學,音樂學系,160302,國立馬公高中,8,1
101,申請入學,音樂學系,170302,國立基隆高中,8,1
101,申請入學,音樂學系,190303,臺中二中,8,1
101,申請入學,音樂學系,193315,市立東山高中,8,1
101,申請入學,音樂學系,381305,私立景文高中,8,1
101,申請入學,音樂學系,521401,私立中華藝校,8,1
101,申請入學,音樂學系,533302,市立新莊高中,8,1
101,申請入學,食品科學系,010304,板橋高中,1,1
101,申請入學,食品科學系,060408,霧峰農工,1,1
101,申請入學,食品科學系,063305,市立清水高中,1,1
101,申請入學,食品科學系,070301,國立彰化女中,1,1
101,申請入學,食品科學系,070307,國立彰化高中,1,1
101,申請入學,食品科學系,090315,國立虎尾高中,1,1
101,申請入學,食品科學系,110308,國立臺南大學附中,1,1
101,申請入學,食品科學系,114306,市立大灣高中,1,1
101,申請入學,食品科學系,124302,市立文山高中,1,1
101,申請入學,食品科學系,130302,國立屏東女中,1,1
101,申請入學,食品科學系,130305,國立屏東高中,1,1
