學年,入學方式,學籍系所名稱,畢業學校代碼,畢業學校,rank,人數
101,聯合分發,資訊管理學系,403301,市立內湖高中,6,1
101,聯合分發,資訊管理學系,553301,市立高雄中學,6,1
101,聯合分發,資訊管理學系,H10305,中壢高中,6,1
101,聯合分發,輔導與諮商學系,120319,國立鳳新高中,1,3
101,聯合分發,輔導與諮商學系,070301,國立彰化女中,2,2
101,聯合分發,輔導與諮商學系,070304,國立員林高中,2,2
101,聯合分發,輔導與諮商學系,120303,國立鳳山高中,2,2
101,聯合分發,輔導與諮商學系,200302,國立嘉義女中,2,2
101,聯合分發,輔導與諮商學系,210306,國立臺南女中,2,2
101,聯合分發,輔導與諮商學系,010304,板橋高中,7,1
101,聯合分發,輔導與諮商學系,014302,市立海山高中,7,1
101,聯合分發,輔導與諮商學系,031318,桃園市啟英高中,7,1
101,聯合分發,輔導與諮商學系,061301,財團法人常春藤高中,7,1
101,聯合分發,輔導與諮商學系,090305,國立斗六高中,7,1
101,聯合分發,輔導與諮商學系,090315,國立虎尾高中,7,1
101,聯合分發,輔導與諮商學系,110308,國立臺南大學附中,7,1
101,聯合分發,輔導與諮商學系,111320,私立港明高中,7,1
101,聯合分發,輔導與諮商學系,140302,國立臺東女中,7,1
101,聯合分發,輔導與諮商學系,180403,國立新竹高商,7,1
101,聯合分發,輔導與諮商學系,191313,私立曉明女中,7,1
101,聯合分發,輔導與諮商學系,193313,市立西苑高中,7,1
101,聯合分發,輔導與諮商學系,313301,市立西松高中,7,1
101,聯合分發,輔導與諮商學系,353303,市立北一女中,7,1
101,聯合分發,輔導與諮商學系,383301,市立景美女中,7,1
101,聯合分發,輔導與諮商學系,423301,市立復興高中,7,1
101,聯合分發,輔導與諮商學系,563301,市立新興高中,7,1
101,聯合分發,輔導與諮商學系,573301,市立高雄女中,7,1
101,聯合分發,農藝學系,064324,市立大里高中,1,3
101,聯合分發,農藝學系,010304,板橋高中,2,2
101,聯合分發,農藝學系,533302,市立新莊高中,2,2
101,聯合分發,農藝學系,030327,國立內壢高中,4,1
101,聯合分發,農藝學系,034319,市立平鎮高中,4,1
101,聯合分發,農藝學系,070307,國立彰化高中,4,1
101,聯合分發,農藝學系,120303,國立鳳山高中,4,1
101,聯合分發,農藝學系,130305,國立屏東高中,4,1
101,聯合分發,農藝學系,173304,市立中山高中,4,1
101,聯合分發,農藝學系,180302,國立新竹女中,4,1
101,聯合分發,農藝學系,190302,臺中一中,4,1
101,聯合分發,農藝學系,193303,市立忠明高中,4,1
101,聯合分發,農藝學系,193316,市立惠文高中,4,1
101,聯合分發,農藝學系,200302,國立嘉義女中,4,1
101,聯合分發,農藝學系,210305,國立臺南一中,4,1
101,聯合分發,農藝學系,210306,國立臺南女中,4,1
101,聯合分發,農藝學系,211318,私立德光高中,4,1
101,聯合分發,農藝學系,343302,市立大同高中,4,1
101,聯合分發,農藝學系,403302,市立麗山高中,4,1
101,聯合分發,農藝學系,593301,市立前鎮高中,4,1
101,聯合分發,電子物理學系,120319,國立鳳新高中,1,3
101,聯合分發,電子物理學系,210303,國立臺南二中,1,3
101,聯合分發,電子物理學系,533302,市立新莊高中,1,3
101,聯合分發,電子物理學系,180309,國立新竹高中,4,2
101,聯合分發,電子物理學系,200303,國立嘉義高中,4,2
101,聯合分發,電子物理學系,581302,天主教道明中學,4,2
101,聯合分發,電子物理學系,583301,市立中正高中,4,2
101,聯合分發,電子物理學系,014362,市立錦和高中,8,1
101,聯合分發,電子物理學系,030306,國立武陵高中,8,1
101,聯合分發,電子物理學系,030327,國立內壢高中,8,1
101,聯合分發,電子物理學系,070304,國立員林高中,8,1
101,聯合分發,電子物理學系,070307,國立彰化高中,8,1
101,聯合分發,電子物理學系,070406,國立彰化高商,8,1
101,聯合分發,電子物理學系,090305,國立斗六高中,8,1
101,聯合分發,電子物理學系,173304,市立中山高中,8,1
101,聯合分發,電子物理學系,190303,臺中二中,8,1
101,聯合分發,電子物理學系,193303,市立忠明高中,8,1
101,聯合分發,電子物理學系,353302,市立成功中學,8,1
101,聯合分發,電子物理學系,533301,市立左營高中,8,1
101,聯合分發,電子物理學系,551301,私立立志高中,8,1
101,聯合分發,電子物理學系,593301,市立前鎮高中,8,1
101,聯合分發,電機工程學系,200303,國立嘉義高中,1,2
101,聯合分發,電機工程學系,533302,市立新莊高中,1,2
101,聯合分發,電機工程學系,034306,市立南崁高中,3,1
101,聯合分發,電機工程學系,040308,國立竹北高中,3,1
101,聯合分發,電機工程學系,070307,國立彰化高中,3,1
101,聯合分發,電機工程學系,111321,臺南市興國高中,3,1
101,聯合分發,電機工程學系,130305,國立屏東高中,3,1
101,聯合分發,電機工程學系,190302,臺中一中,3,1
101,聯合分發,電機工程學系,190303,臺中二中,3,1
101,聯合分發,電機工程學系,190315,文華高中,3,1
101,聯合分發,電機工程學系,200302,國立嘉義女中,3,1
101,聯合分發,電機工程學系,211301,私立長榮高中,3,1
101,聯合分發,電機工程學系,373301,市立華江高中,3,1
101,聯合分發,電機工程學系,403301,市立內湖高中,3,1
101,聯合分發,電機工程學系,523301,市立鼓山高中,3,1
101,聯合分發,電機工程學系,553301,市立高雄中學,3,1
101,聯合分發,電機工程學系,563301,市立新興高中,3,1
101,聯合分發,電機工程學系,581302,天主教道明中學,3,1
101,聯合分發,電機工程學系,593301,市立前鎮高中,3,1
101,聯合分發,電機工程學系,H10305,中壢高中,3,1
101,聯合分發,音樂學系,200303,國立嘉義高中,1,3
101,聯合分發,音樂學系,533302,市立新莊高中,2,2
101,聯合分發,音樂學系,011323,私立光仁高中,3,1
101,聯合分發,音樂學系,014311,市立三重高中,3,1
101,聯合分發,音樂學系,063305,市立清水高中,3,1
101,聯合分發,音樂學系,070307,國立彰化高中,3,1
101,聯合分發,音樂學系,091308,私立正心高中,3,1
101,聯合分發,音樂學系,120304,國立岡山高中,3,1
101,聯合分發,音樂學系,170302,國立基隆高中,3,1
101,聯合分發,音樂學系,191301,私立東大附中,3,1
101,聯合分發,音樂學系,191305,私立新民高中,3,1
101,聯合分發,音樂學系,200406,國立嘉義高商,3,1
101,聯合分發,音樂學系,211301,私立長榮高中,3,1
101,聯合分發,音樂學系,423301,市立復興高中,3,1
101,聯合分發,音樂學系,H10305,中壢高中,3,1
101,聯合分發,食品科學系,533302,市立新莊高中,1,3
101,聯合分發,食品科學系,030304,國立桃園高中,2,2
101,聯合分發,食品科學系,064324,市立大里高中,2,2
101,聯合分發,食品科學系,190301,臺中女中,2,2
101,聯合分發,食品科學系,200302,國立嘉義女中,2,2
101,聯合分發,食品科學系,200303,國立嘉義高中,2,2
101,聯合分發,食品科學系,030325,桃園市市立陽明高中,7,1
101,聯合分發,食品科學系,040308,國立竹北高中,7,1
101,聯合分發,食品科學系,070301,國立彰化女中,7,1
101,聯合分發,食品科學系,070307,國立彰化高中,7,1
101,聯合分發,食品科學系,090305,國立斗六高中,7,1
101,聯合分發,食品科學系,110312,國立新營高中,7,1
101,聯合分發,食品科學系,111321,臺南市興國高中,7,1
101,聯合分發,食品科學系,180309,國立新竹高中,7,1
101,聯合分發,食品科學系,190303,臺中二中,7,1
101,聯合分發,食品科學系,193316,市立惠文高中,7,1
101,聯合分發,食品科學系,363301,市立明倫高中,7,1
101,聯合分發,食品科學系,373301,市立華江高中,7,1
101,聯合分發,食品科學系,403301,市立內湖高中,7,1
101,聯合分發,食品科學系,553301,市立高雄中學,7,1
101,聯合分發,食品科學系,553302,市立三民高中,7,1
101,聯合分發,食品科學系,573301,市立高雄女中,7,1
101,聯合分發,體育與健康休閒學系,070409,國立員林崇實高工,1,4
101,聯合分發,體育與健康休閒學系,581302,天主教道明中學,1,4
101,聯合分發,體育與健康休閒學系,091316,私立揚子高中,3,2
101,聯合分發,體育與健康休閒學系,111323,私立黎明高中,3,2
101,聯合分發,體育與健康休閒學系,124322,市立路竹高中,3,2
101,聯合分發,體育與健康休閒學系,211301,私立長榮高中,3,2
101,聯合分發,體育與健康休閒學系,070F01,國立和美實驗學校,7,1
101,聯合分發,體育與健康休閒學系,011318,私立徐匯高中,7,1
101,聯合分發,體育與健康休閒學系,014311,市立三重高中,7,1
101,聯合分發,體育與健康休閒學系,014353,市立丹鳳高中,7,1
101,聯合分發,體育與健康休閒學系,014356,市立清水高中,7,1
101,聯合分發,體育與健康休閒學系,034306,市立南崁高中,7,1
101,聯合分發,體育與健康休閒學系,034319,市立平鎮高中,7,1
101,聯合分發,體育與健康休閒學系,070408,國立員林農工,7,1
101,聯合分發,體育與健康休閒學系,074308,縣立彰化藝術高中,7,1
101,聯合分發,體育與健康休閒學系,074313,縣立二林高中,7,1
101,聯合分發,體育與健康休閒學系,090315,國立虎尾高中,7,1
101,聯合分發,體育與健康休閒學系,111321,臺南市興國高中,7,1
101,聯合分發,體育與健康休閒學系,381302,私立滬江高中,7,1
101,聯合分發,體育與健康休閒學系,383302,市立萬芳高中,7,1
101,聯合分發,體育與健康休閒學系,533302,市立新莊高中,7,1
101,聯合分發,體育與健康休閒學系,720301,國立馬祖高中,7,1
102,申請入學,中國文學系,130305,國立屏東高中,1,2
102,申請入學,中國文學系,011322,財團法人崇光女中,2,1
102,申請入學,中國文學系,030325,桃園市市立陽明高中,2,1
102,申請入學,中國文學系,030327,國立內壢高中,2,1
102,申請入學,中國文學系,050315,國立苑裡高中,2,1
102,申請入學,中國文學系,061313,私立明道高中,2,1
102,申請入學,中國文學系,061317,私立弘文高中,2,1
102,申請入學,中國文學系,070301,國立彰化女中,2,1
102,申請入學,中國文學系,090305,國立斗六高中,2,1
102,申請入學,中國文學系,111323,私立黎明高中,2,1
102,申請入學,中國文學系,120303,國立鳳山高中,2,1
102,申請入學,中國文學系,130302,國立屏東女中,2,1
102,申請入學,中國文學系,140302,國立臺東女中,2,1
102,申請入學,中國文學系,183313,市立建功高中,2,1
102,申請入學,中國文學系,583301,市立中正高中,2,1
102,申請入學,企業管理學系,063303,市立大甲高中,1,1
102,申請入學,企業管理學系,070304,國立員林高中,1,1
102,申請入學,企業管理學系,090315,國立虎尾高中,1,1
102,申請入學,企業管理學系,111321,臺南市興國高中,1,1
102,申請入學,企業管理學系,120303,國立鳳山高中,1,1
102,申請入學,企業管理學系,130302,國立屏東女中,1,1
102,申請入學,企業管理學系,190303,臺中二中,1,1
102,申請入學,企業管理學系,381301,私立東山高中,1,1
102,申請入學,企業管理學系,710301,國立金門高中,1,1
102,申請入學,動物科學系,383301,市立景美女中,1,3
102,申請入學,動物科學系,010304,板橋高中,2,1
102,申請入學,動物科學系,011306,私立金陵女中,2,1
102,申請入學,動物科學系,013336,市立中和高中,2,1
102,申請入學,動物科學系,030306,國立武陵高中,2,1
102,申請入學,動物科學系,070301,國立彰化女中,2,1
102,申請入學,動物科學系,080305,國立中興高中,2,1
102,申請入學,動物科學系,111321,臺南市興國高中,2,1
102,申請入學,動物科學系,111323,私立黎明高中,2,1
102,申請入學,動物科學系,193303,市立忠明高中,2,1
102,申請入學,動物科學系,210303,國立臺南二中,2,1
102,申請入學,動物科學系,210309,國立家齊高中,2,1
102,申請入學,動物科學系,343301,市立中山女中,2,1
102,申請入學,動物科學系,540301,國立中山大學附屬國光高中,2,1
102,申請入學,動物科學系,573301,市立高雄女中,2,1
102,申請入學,園藝學系,070304,國立員林高中,1,2
102,申請入學,園藝學系,091308,私立正心高中,1,2
102,申請入學,園藝學系,020302,國立宜蘭高中,3,1
102,申請入學,園藝學系,040308,國立竹北高中,3,1
102,申請入學,園藝學系,061314,私立僑泰高中,3,1
102,申請入學,園藝學系,063305,市立清水高中,3,1
102,申請入學,園藝學系,070307,國立彰化高中,3,1
102,申請入學,園藝學系,111313,私立南光高中,3,1
102,申請入學,園藝學系,111321,臺南市興國高中,3,1
102,申請入學,園藝學系,114306,市立大灣高中,3,1
102,申請入學,園藝學系,120303,國立鳳山高中,3,1
102,申請入學,園藝學系,190315,文華高中,3,1
102,申請入學,園藝學系,210306,國立臺南女中,3,1
102,申請入學,園藝學系,343301,市立中山女中,3,1
102,申請入學,園藝學系,403303,市立南湖高中,3,1
102,申請入學,園藝學系,573301,市立高雄女中,3,1
102,申請入學,園藝學系,593301,市立前鎮高中,3,1
102,申請入學,園藝學系,710301,國立金門高中,3,1
102,申請入學,土木與水資源工程學系,111320,私立港明高中,1,2
102,申請入學,土木與水資源工程學系,030327,國立內壢高中,2,1
102,申請入學,土木與水資源工程學系,061313,私立明道高中,2,1
102,申請入學,土木與水資源工程學系,064324,市立大里高中,2,1
102,申請入學,土木與水資源工程學系,080305,國立中興高中,2,1
102,申請入學,土木與水資源工程學系,101304,私立協同高中,2,1
102,申請入學,土木與水資源工程學系,110317,國立新化高中,2,1
102,申請入學,土木與水資源工程學系,130305,國立屏東高中,2,1
102,申請入學,土木與水資源工程學系,134324,縣立東港高中,2,1
102,申請入學,土木與水資源工程學系,200303,國立嘉義高中,2,1
102,申請入學,土木與水資源工程學系,583301,市立中正高中,2,1
102,申請入學,外國語言學系,190303,臺中二中,1,3
102,申請入學,外國語言學系,200302,國立嘉義女中,1,3
102,申請入學,外國語言學系,013336,市立中和高中,3,1
102,申請入學,外國語言學系,014311,市立三重高中,3,1
102,申請入學,外國語言學系,014315,市立永平高中,3,1
102,申請入學,外國語言學系,031311,桃園市復旦高中,3,1
102,申請入學,外國語言學系,061318,私立立人高中,3,1
102,申請入學,外國語言學系,063303,市立大甲高中,3,1
102,申請入學,外國語言學系,063312,市立豐原高中,3,1
102,申請入學,外國語言學系,064324,市立大里高中,3,1
102,申請入學,外國語言學系,070301,國立彰化女中,3,1
102,申請入學,外國語言學系,110308,國立臺南大學附中,3,1
102,申請入學,外國語言學系,110311,國立北門高中,3,1
102,申請入學,外國語言學系,111323,私立黎明高中,3,1
102,申請入學,外國語言學系,121405,私立中山工商,3,1
102,申請入學,外國語言學系,124340,市立福誠高中,3,1
102,申請入學,外國語言學系,130302,國立屏東女中,3,1
102,申請入學,外國語言學系,134304,縣立大同高中,3,1
102,申請入學,外國語言學系,171306,私立二信高中,3,1
102,申請入學,外國語言學系,180403,國立新竹高商,3,1
102,申請入學,外國語言學系,190315,文華高中,3,1
102,申請入學,外國語言學系,191313,私立曉明女中,3,1
102,申請入學,幼兒教育學系,533302,市立新莊高中,1,3
102,申請入學,幼兒教育學系,014343,市立安康高中,2,1
102,申請入學,幼兒教育學系,030327,國立內壢高中,2,1
102,申請入學,幼兒教育學系,050310,國立竹南高中,2,1
102,申請入學,幼兒教育學系,063303,市立大甲高中,2,1
102,申請入學,幼兒教育學系,063312,市立豐原高中,2,1
102,申請入學,幼兒教育學系,090315,國立虎尾高中,2,1
102,申請入學,幼兒教育學系,091308,私立正心高中,2,1
102,申請入學,幼兒教育學系,100302,國立新港藝術高中,2,1
102,申請入學,幼兒教育學系,110311,國立北門高中,2,1
102,申請入學,幼兒教育學系,110315,國立善化高中,2,1
102,申請入學,幼兒教育學系,110317,國立新化高中,2,1
102,申請入學,幼兒教育學系,114306,市立大灣高中,2,1
102,申請入學,幼兒教育學系,121405,私立中山工商,2,1
102,申請入學,幼兒教育學系,150303,國立花蓮高中,2,1
102,申請入學,幼兒教育學系,193303,市立忠明高中,2,1
102,申請入學,幼兒教育學系,193313,市立西苑高中,2,1
102,申請入學,幼兒教育學系,201312,私立輔仁高中,2,1
102,申請入學,幼兒教育學系,211304,財團法人聖功女中,2,1
102,申請入學,幼兒教育學系,411302,私立衛理女中,2,1
102,申請入學,幼兒教育學系,593301,市立前鎮高中,2,1
102,申請入學,微生物免疫與生物藥學系,014302,市立海山高中,1,1
102,申請入學,微生物免疫與生物藥學系,030325,桃園市市立陽明高中,1,1
102,申請入學,微生物免疫與生物藥學系,031311,桃園市復旦高中,1,1
102,申請入學,微生物免疫與生物藥學系,040302,國立竹東高中,1,1
102,申請入學,微生物免疫與生物藥學系,063312,市立豐原高中,1,1
102,申請入學,微生物免疫與生物藥學系,064342,市立中港高中,1,1
102,申請入學,微生物免疫與生物藥學系,070304,國立員林高中,1,1
102,申請入學,微生物免疫與生物藥學系,070307,國立彰化高中,1,1
102,申請入學,微生物免疫與生物藥學系,071311,私立精誠高中,1,1
102,申請入學,微生物免疫與生物藥學系,090305,國立斗六高中,1,1
102,申請入學,微生物免疫與生物藥學系,090315,國立虎尾高中,1,1
102,申請入學,微生物免疫與生物藥學系,091307,私立永年高中,1,1
102,申請入學,微生物免疫與生物藥學系,091319,私立福智高中,1,1
102,申請入學,微生物免疫與生物藥學系,110312,國立新營高中,1,1
102,申請入學,微生物免疫與生物藥學系,180309,國立新竹高中,1,1
102,申請入學,微生物免疫與生物藥學系,211320,財團法人慈濟高中,1,1
102,申請入學,微生物免疫與生物藥學系,323302,市立永春高中,1,1
102,申請入學,微生物免疫與生物藥學系,403303,市立南湖高中,1,1
102,申請入學,微生物免疫與生物藥學系,553302,市立三民高中,1,1
102,申請入學,微生物免疫與生物藥學系,613301,市立小港高中,1,1
102,申請入學,微生物免疫與生物藥學系,710301,國立金門高中,1,1
102,申請入學,應用化學系,070304,國立員林高中,1,2
102,申請入學,應用化學系,011306,私立金陵女中,2,1
102,申請入學,應用化學系,061314,私立僑泰高中,2,1
102,申請入學,應用化學系,063312,市立豐原高中,2,1
102,申請入學,應用化學系,064324,市立大里高中,2,1
102,申請入學,應用化學系,071311,私立精誠高中,2,1
102,申請入學,應用化學系,111320,私立港明高中,2,1
102,申請入學,應用化學系,120319,國立鳳新高中,2,1
102,申請入學,應用化學系,130302,國立屏東女中,2,1
102,申請入學,應用化學系,200302,國立嘉義女中,2,1
102,申請入學,應用化學系,210309,國立家齊高中,2,1
102,申請入學,應用化學系,411302,私立衛理女中,2,1
102,申請入學,應用化學系,593301,市立前鎮高中,2,1
102,申請入學,應用數學系,070307,國立彰化高中,1,2
102,申請入學,應用數學系,014353,市立丹鳳高中,2,1
102,申請入學,應用數學系,034314,市立壽山高中,2,1
102,申請入學,應用數學系,040308,國立竹北高中,2,1
102,申請入學,應用數學系,061318,私立立人高中,2,1
102,申請入學,應用數學系,063312,市立豐原高中,2,1
102,申請入學,應用數學系,070304,國立員林高中,2,1
102,申請入學,應用數學系,090315,國立虎尾高中,2,1
102,申請入學,應用數學系,110302,國立新豐高中,2,1
102,申請入學,應用數學系,190303,臺中二中,2,1
102,申請入學,應用數學系,193313,市立西苑高中,2,1
102,申請入學,應用數學系,210309,國立家齊高中,2,1
102,申請入學,應用數學系,211304,財團法人聖功女中,2,1
102,申請入學,應用數學系,373302,市立大理高中,2,1
102,申請入學,應用數學系,553302,市立三民高中,2,1
102,申請入學,應用數學系,581302,天主教道明中學,2,1
102,申請入學,應用歷史學系,030325,桃園市市立陽明高中,1,2
102,申請入學,應用歷史學系,110317,國立新化高中,1,2
102,申請入學,應用歷史學系,,無,3,1
102,申請入學,應用歷史學系,014311,市立三重高中,3,1
102,申請入學,應用歷史學系,030304,國立桃園高中,3,1
102,申請入學,應用歷史學系,034319,市立平鎮高中,3,1
102,申請入學,應用歷史學系,040302,國立竹東高中,3,1
102,申請入學,應用歷史學系,110311,國立北門高中,3,1
102,申請入學,應用歷史學系,110312,國立新營高中,3,1
102,申請入學,應用歷史學系,111313,私立南光高中,3,1
102,申請入學,應用歷史學系,121405,私立中山工商,3,1
102,申請入學,應用歷史學系,134304,縣立大同高中,3,1
102,申請入學,應用歷史學系,151312,財團法人慈濟大學附中,3,1
102,申請入學,應用歷史學系,180309,國立新竹高中,3,1
102,申請入學,應用歷史學系,193315,市立東山高中,3,1
102,申請入學,應用歷史學系,210306,國立臺南女中,3,1
102,申請入學,應用歷史學系,373301,市立華江高中,3,1
102,申請入學,應用歷史學系,583301,市立中正高中,3,1
102,申請入學,應用經濟學系,111318,私立鳳和高中,1,2
102,申請入學,應用經濟學系,120319,國立鳳新高中,1,2
102,申請入學,應用經濟學系,030327,國立內壢高中,3,1
102,申請入學,應用經濟學系,030407,國立中壢高商,3,1
102,申請入學,應用經濟學系,070319,國立溪湖高中,3,1
102,申請入學,應用經濟學系,071311,私立精誠高中,3,1
102,申請入學,應用經濟學系,080305,國立中興高中,3,1
102,申請入學,應用經濟學系,090315,國立虎尾高中,3,1
102,申請入學,應用經濟學系,110308,國立臺南大學附中,3,1
102,申請入學,應用經濟學系,110312,國立新營高中,3,1
102,申請入學,應用經濟學系,111320,私立港明高中,3,1
102,申請入學,應用經濟學系,120303,國立鳳山高中,3,1
102,申請入學,應用經濟學系,130302,國立屏東女中,3,1
102,申請入學,應用經濟學系,183313,市立建功高中,3,1
102,申請入學,應用經濟學系,190303,臺中二中,3,1
102,申請入學,應用經濟學系,191314,私立嶺東高中,3,1
102,申請入學,應用經濟學系,200302,國立嘉義女中,3,1
102,申請入學,應用經濟學系,593301,市立前鎮高中,3,1
102,申請入學,教育學系,210303,國立臺南二中,1,2
102,申請入學,教育學系,,中正預校,2,1
102,申請入學,教育學系,013336,市立中和高中,2,1
102,申請入學,教育學系,034306,市立南崁高中,2,1
102,申請入學,教育學系,070304,國立員林高中,2,1
102,申請入學,教育學系,070406,國立彰化高商,2,1
102,申請入學,教育學系,090305,國立斗六高中,2,1
102,申請入學,教育學系,091319,私立福智高中,2,1
102,申請入學,教育學系,110317,國立新化高中,2,1
102,申請入學,教育學系,130305,國立屏東高中,2,1
102,申請入學,教育學系,201304,私立興華高中,2,1
102,申請入學,教育學系,533401,市立海青工商,2,1
102,申請入學,教育學系,553302,市立三民高中,2,1
102,申請入學,教育學系,563301,市立新興高中,2,1
102,申請入學,數位學習設計與管理學系,124302,市立文山高中,1,2
102,申請入學,數位學習設計與管理學系,063305,市立清水高中,2,1
102,申請入學,數位學習設計與管理學系,070304,國立員林高中,2,1
102,申請入學,數位學習設計與管理學系,070319,國立溪湖高中,2,1
102,申請入學,數位學習設計與管理學系,070406,國立彰化高商,2,1
102,申請入學,數位學習設計與管理學系,091319,私立福智高中,2,1
102,申請入學,數位學習設計與管理學系,100302,國立新港藝術高中,2,1
102,申請入學,數位學習設計與管理學系,114306,市立大灣高中,2,1
102,申請入學,數位學習設計與管理學系,130302,國立屏東女中,2,1
102,申請入學,數位學習設計與管理學系,130305,國立屏東高中,2,1
102,申請入學,數位學習設計與管理學系,140302,國立臺東女中,2,1
102,申請入學,數位學習設計與管理學系,183313,市立建功高中,2,1
102,申請入學,數位學習設計與管理學系,200302,國立嘉義女中,2,1
102,申請入學,數位學習設計與管理學系,211315,私立瀛海高中,2,1
102,申請入學,數位學習設計與管理學系,421301,私立薇閣高中,2,1
102,申請入學,數位學習設計與管理學系,553302,市立三民高中,2,1
102,申請入學,數位學習設計與管理學系,563301,市立新興高中,2,1
102,申請入學,景觀學系,030325,桃園市市立陽明高中,1,1
102,申請入學,景觀學系,032305,中壢高中,1,1
102,申請入學,景觀學系,040302,國立竹東高中,1,1
102,申請入學,景觀學系,070319,國立溪湖高中,1,1
102,申請入學,景觀學系,091319,私立福智高中,1,1
102,申請入學,景觀學系,110308,國立臺南大學附中,1,1
102,申請入學,景觀學系,111321,臺南市興國高中,1,1
102,申請入學,景觀學系,124302,市立文山高中,1,1
102,申請入學,景觀學系,124322,市立路竹高中,1,1
102,申請入學,景觀學系,381301,私立東山高中,1,1
102,申請入學,景觀學系,563301,市立新興高中,1,1
102,申請入學,景觀學系,581301,私立復華高中,1,1
102,申請入學,景觀學系,593301,市立前鎮高中,1,1
102,申請入學,木質材料與設計學系,061314,私立僑泰高中,1,3
102,申請入學,木質材料與設計學系,033325,桃園市市立陽明高中,2,1
102,申請入學,木質材料與設計學系,034319,市立平鎮高中,2,1
102,申請入學,木質材料與設計學系,034399,市立大園國際高中,2,1
102,申請入學,木質材料與設計學系,051306,私立建臺高中,2,1
102,申請入學,木質材料與設計學系,063305,市立清水高中,2,1
102,申請入學,木質材料與設計學系,070319,國立溪湖高中,2,1
102,申請入學,木質材料與設計學系,071317,私立文興高中,2,1
102,申請入學,木質材料與設計學系,080404,國立南投高商,2,1
102,申請入學,木質材料與設計學系,110404,國立北門農工,2,1
102,申請入學,木質材料與設計學系,130302,國立屏東女中,2,1
102,申請入學,木質材料與設計學系,130322,國立屏北高中,2,1
102,申請入學,木質材料與設計學系,193315,市立東山高中,2,1
102,申請入學,木質材料與設計學系,200302,國立嘉義女中,2,1
102,申請入學,木質材料與設計學系,201304,私立興華高中,2,1
102,申請入學,木質材料與設計學系,383301,市立景美女中,2,1
102,申請入學,木質材料與設計學系,533301,市立左營高中,2,1
102,申請入學,木質材料與設計學系,593301,市立前鎮高中,2,1
102,申請入學,木質材料與設計學系,H10305,中壢高中,2,1
102,申請入學,森林暨自然資源學系,200302,國立嘉義女中,1,3
102,申請入學,森林暨自然資源學系,373301,市立華江高中,2,2
102,申請入學,森林暨自然資源學系,014326,市立明德高中,3,1
102,申請入學,森林暨自然資源學系,061314,私立僑泰高中,3,1
102,申請入學,森林暨自然資源學系,064336,市立長億高中,3,1
102,申請入學,森林暨自然資源學系,070301,國立彰化女中,3,1
102,申請入學,森林暨自然資源學系,070406,國立彰化高商,3,1
102,申請入學,森林暨自然資源學系,080305,國立中興高中,3,1
102,申請入學,森林暨自然資源學系,090315,國立虎尾高中,3,1
102,申請入學,森林暨自然資源學系,111323,私立黎明高中,3,1
102,申請入學,森林暨自然資源學系,130302,國立屏東女中,3,1
102,申請入學,森林暨自然資源學系,150302,國立花蓮女中,3,1
102,申請入學,森林暨自然資源學系,151312,財團法人慈濟大學附中,3,1
102,申請入學,森林暨自然資源學系,190303,臺中二中,3,1
102,申請入學,森林暨自然資源學系,193303,市立忠明高中,3,1
102,申請入學,森林暨自然資源學系,211320,財團法人慈濟高中,3,1
102,申請入學,森林暨自然資源學系,423302,市立中正高中,3,1
102,申請入學,森林暨自然資源學系,H10305,中壢高中,3,1
102,申請入學,植物醫學系,120319,國立鳳新高中,1,2
102,申請入學,植物醫學系,014338,市立金山高中,2,1
102,申請入學,植物醫學系,034312,市立大溪高中,2,1
102,申請入學,植物醫學系,070304,國立員林高中,2,1
102,申請入學,植物醫學系,070307,國立彰化高中,2,1
102,申請入學,植物醫學系,130302,國立屏東女中,2,1
102,申請入學,植物醫學系,150302,國立花蓮女中,2,1
102,申請入學,植物醫學系,151312,財團法人慈濟大學附中,2,1
102,申請入學,植物醫學系,180302,國立新竹女中,2,1
102,申請入學,植物醫學系,190315,文華高中,2,1
102,申請入學,植物醫學系,200405,國立嘉義高工,2,1
102,申請入學,植物醫學系,583301,市立中正高中,2,1
102,申請入學,機械與能源工程學系,070307,國立彰化高中,1,2
102,申請入學,機械與能源工程學系,030304,國立桃園高中,2,1
102,申請入學,機械與能源工程學系,061314,私立僑泰高中,2,1
102,申請入學,機械與能源工程學系,110317,國立新化高中,2,1
102,申請入學,機械與能源工程學系,120303,國立鳳山高中,2,1
102,申請入學,機械與能源工程學系,130305,國立屏東高中,2,1
102,申請入學,機械與能源工程學系,200302,國立嘉義女中,2,1
102,申請入學,機械與能源工程學系,210303,國立臺南二中,2,1
102,申請入學,機械與能源工程學系,403301,市立內湖高中,2,1
102,申請入學,機械與能源工程學系,H10305,中壢高中,2,1
102,申請入學,水生生物科學系,014356,市立清水高中,1,1
102,申請入學,水生生物科學系,030304,國立桃園高中,1,1
102,申請入學,水生生物科學系,040308,國立竹北高中,1,1
102,申請入學,水生生物科學系,063305,市立清水高中,1,1
102,申請入學,水生生物科學系,101303,私立同濟高中,1,1
102,申請入學,水生生物科學系,110311,國立北門高中,1,1
102,申請入學,水生生物科學系,120303,國立鳳山高中,1,1
102,申請入學,水生生物科學系,130302,國立屏東女中,1,1
102,申請入學,水生生物科學系,150303,國立花蓮高中,1,1
102,申請入學,水生生物科學系,191305,私立新民高中,1,1
102,申請入學,水生生物科學系,201304,私立興華高中,1,1
102,申請入學,水生生物科學系,413302,市立百齡高中,1,1
