學制班別,主聘單位,學年期,專任師資數,教師人數
碩士在職專班,生物機電工程學系,1102,B,15
碩士在職專班,體育與健康休閒學系,1102,B,19
碩士在職專班,中國文學系,1102,B,19
碩士在職專班,教育學系,1102,B,25
碩士在職專班,輔導與諮商學系,1101,B,9
碩士在職專班,視覺藝術學系,1101,B,10
碩士在職專班,土木與水資源工程學系,1101,B,10
碩士在職專班,農藝學系,1101,B,10
碩士在職專班,森林暨自然資源學系,1101,B,10
碩士在職專班,幼兒教育學系,1101,B,10
碩士在職專班,生化科技學系,1101,B,12
碩士在職專班,應用歷史學系,1101,B,11
碩士在職專班,食品科學系,1101,B,14
碩士在職專班,生物機電工程學系,1101,B,15
碩士在職專班,體育與健康休閒學系,1101,B,18
碩士在職專班,中國文學系,1101,B,18
碩士在職專班,教育學系,1101,B,26
碩士在職專班,輔導與諮商學系,1092,B,13
碩士在職專班,土木與水資源工程學系,1092,B,11
碩士在職專班,農藝學系,1092,B,10
碩士在職專班,森林暨自然資源學系,1092,B,10
碩士在職專班,幼兒教育學系,1092,B,11
碩士在職專班,生化科技學系,1092,B,12
碩士在職專班,應用歷史學系,1092,B,11
碩士在職專班,食品科學系,1092,B,14
碩士在職專班,生物機電工程學系,1092,B,14
碩士在職專班,體育與健康休閒學系,1092,B,19
碩士在職專班,中國文學系,1092,B,19
碩士在職專班,教育學系,1092,B,17
碩士在職專班,輔導與諮商學系,1091,B,14
碩士在職專班,土木與水資源工程學系,1091,B,12
碩士在職專班,農藝學系,1091,B,11
碩士在職專班,森林暨自然資源學系,1091,B,10
碩士在職專班,幼兒教育學系,1091,B,11
碩士在職專班,生化科技學系,1091,B,12
碩士在職專班,應用歷史學系,1091,B,10
碩士在職專班,食品科學系,1091,B,14
碩士在職專班,生物機電工程學系,1091,B,14
碩士在職專班,體育與健康休閒學系,1091,B,20
碩士在職專班,中國文學系,1091,B,19
碩士在職專班,教育學系,1091,B,17
碩士在職專班,獸醫學系,1082,B,13
碩士在職專班,輔導與諮商學系,1082,B,14
碩士在職專班,土木與水資源工程學系,1082,B,12
碩士在職專班,農藝學系,1082,B,11
碩士在職專班,森林暨自然資源學系,1082,B,10
碩士在職專班,幼兒教育學系,1082,B,11
碩士在職專班,生化科技學系,1082,B,12
碩士在職專班,應用歷史學系,1082,B,9
碩士在職專班,食品科學系,1082,B,15
碩士在職專班,生物機電工程學系,1082,B,14
碩士在職專班,體育與健康休閒學系,1082,B,20
碩士在職專班,中國文學系,1082,B,20
碩士在職專班,教育學系,1082,B,17
碩士在職專班,獸醫學系,1081,B,12
碩士在職專班,輔導與諮商學系,1081,B,14
碩士在職專班,土木與水資源工程學系,1081,B,12
碩士在職專班,農藝學系,1081,B,10
碩士在職專班,森林暨自然資源學系,1081,B,10
碩士在職專班,幼兒教育學系,1081,B,11
碩士在職專班,生化科技學系,1081,B,12
碩士在職專班,應用歷史學系,1081,B,10
碩士在職專班,食品科學系,1081,B,15
碩士在職專班,生物機電工程學系,1081,B,14
碩士在職專班,體育與健康休閒學系,1081,B,20
碩士在職專班,中國文學系,1081,B,20
碩士在職專班,教育學系,1081,B,17
碩士在職專班,獸醫學系,1072,B,12
碩士在職專班,輔導與諮商學系,1072,B,13
碩士在職專班,土木與水資源工程學系,1072,B,12
碩士在職專班,農藝學系,1072,B,10
碩士在職專班,森林暨自然資源學系,1072,B,10
碩士在職專班,幼兒教育學系,1072,B,11
碩士在職專班,生化科技學系,1072,B,12
碩士在職專班,應用歷史學系,1072,B,9
碩士在職專班,食品科學系,1072,B,15
碩士在職專班,生物機電工程學系,1072,B,13
碩士在職專班,體育與健康休閒學系,1072,B,20
碩士在職專班,中國文學系,1072,B,20
碩士在職專班,教育學系,1072,B,17
碩士在職專班,獸醫學系,1071,B,13
碩士在職專班,輔導與諮商學系,1071,B,15
碩士在職專班,土木與水資源工程學系,1071,B,12
碩士在職專班,農藝學系,1071,B,11
碩士在職專班,森林暨自然資源學系,1071,B,10
碩士在職專班,幼兒教育學系,1071,B,11
碩士在職專班,生化科技學系,1071,B,12
碩士在職專班,應用歷史學系,1071,B,9
碩士在職專班,食品科學系,1071,B,15
碩士在職專班,生物機電工程學系,1071,B,13
碩士在職專班,體育與健康休閒學系,1071,B,20
碩士在職專班,中國文學系,1071,B,20
碩士在職專班,教育學系,1071,B,16
碩士在職專班,獸醫學系,1062,B,15
碩士在職專班,輔導與諮商學系,1062,B,15
碩士在職專班,土木與水資源工程學系,1062,B,12
碩士在職專班,農藝學系,1062,B,10
碩士在職專班,森林暨自然資源學系,1062,B,11
碩士在職專班,幼兒教育學系,1062,B,11
碩士在職專班,生化科技學系,1062,B,12
碩士在職專班,應用歷史學系,1062,B,10
碩士在職專班,食品科學系,1062,B,15
碩士在職專班,生物機電工程學系,1062,B,12
碩士在職專班,體育與健康休閒學系,1062,B,20
碩士在職專班,中國文學系,1062,B,19
碩士在職專班,教育學系,1062,B,16
碩士在職專班,獸醫學系,1061,B,15
碩士在職專班,輔導與諮商學系,1061,B,14
碩士在職專班,土木與水資源工程學系,1061,B,12
碩士在職專班,農藝學系,1061,B,11
碩士在職專班,森林暨自然資源學系,1061,B,11
碩士在職專班,幼兒教育學系,1061,B,11
碩士在職專班,生化科技學系,1061,B,12
碩士在職專班,應用歷史學系,1061,B,11
碩士在職專班,食品科學系,1061,B,16
碩士在職專班,生物機電工程學系,1061,B,14
碩士在職專班,體育與健康休閒學系,1061,B,20
碩士在職專班,中國文學系,1061,B,18
碩士在職專班,教育學系,1061,B,16
博士班,農業科學博士學位學程,1102,R,2
博士班,農業科學博士學位學程,1101,R,2
博士班,農業科學博士學位學程,1092,R,2
博士班,企業管理學系,1102,B,11
博士班,行銷與觀光管理學系,1102,B,11
博士班,食品科學系,1102,B,14
博士班,資訊工程學系,1102,B,15
博士班,應用化學系,1102,B,19
博士班,教育學系,1102,B,25
博士班,企業管理學系,1101,B,13
博士班,行銷與觀光管理學系,1101,B,12
博士班,食品科學系,1101,B,14
博士班,資訊工程學系,1101,B,16
博士班,應用化學系,1101,B,18
博士班,教育學系,1101,B,26
博士班,企業管理學系,1092,B,13
博士班,行銷與觀光管理學系,1092,B,11
博士班,食品科學系,1092,B,14
博士班,資訊工程學系,1092,B,16
博士班,應用化學系,1092,B,18
博士班,教育學系,1092,B,17
博士班,企業管理學系,1091,B,14
博士班,行銷與觀光管理學系,1091,B,11
博士班,食品科學系,1091,B,14
博士班,資訊工程學系,1091,B,16
博士班,應用化學系,1091,B,20
博士班,教育學系,1091,B,17
博士班,企業管理學系,1082,B,14
博士班,行銷與觀光管理學系,1082,B,11
博士班,食品科學系,1082,B,15
博士班,資訊工程學系,1082,B,16
博士班,應用化學系,1082,B,21
博士班,教育學系,1082,B,17
博士班,企業管理學系,1081,B,14
博士班,行銷與觀光管理學系,1081,B,11
博士班,食品科學系,1081,B,15
博士班,資訊工程學系,1081,B,16
博士班,應用化學系,1081,B,21
博士班,教育學系,1081,B,17
博士班,企業管理學系,1072,B,14
博士班,行銷與觀光管理學系,1072,B,12
博士班,食品科學系,1072,B,15
博士班,資訊工程學系,1072,B,16
博士班,應用化學系,1072,B,20
博士班,教育學系,1072,B,17
博士班,企業管理學系,1071,B,14
博士班,行銷與觀光管理學系,1071,B,11
博士班,食品科學系,1071,B,15
博士班,資訊工程學系,1071,B,16
博士班,應用化學系,1071,B,20
博士班,教育學系,1071,B,16
博士班,企業管理學系,1062,B,14
博士班,行銷與觀光管理學系,1062,B,11
博士班,食品科學系,1062,B,15
博士班,資訊工程學系,1062,B,15
博士班,應用化學系,1062,B,20
博士班,教育學系,1062,B,16
博士班,企業管理學系,1061,B,14
博士班,行銷與觀光管理學系,1061,B,11
博士班,食品科學系,1061,B,16
博士班,資訊工程學系,1061,B,15
博士班,應用化學系,1061,B,20
博士班,教育學系,1061,B,16
