id,學年度,學期,學院,單位,學制班別,班次,學籍分組,年級,正式學籍之在學學生總人數男,正式學籍之在學學生總人數女,延修生人數男,延修生人數女,轉學生男,轉學生女,補充說明
urn:ncyu.edu.tw:student:number:00230,109,2,師範學院,體育與健康休閒學系,碩士班,,,4,2,2,2,2,0,0,
urn:ncyu.edu.tw:student:number:00231,109,2,師範學院,體育與健康休閒學系,學士班,,,1,37,14,,,0,0,
urn:ncyu.edu.tw:student:number:00232,109,2,師範學院,體育與健康休閒學系,學士班,,,2,35,15,,,0,0,
urn:ncyu.edu.tw:student:number:00233,109,2,師範學院,體育與健康休閒學系,學士班,,,3,33,18,,,0,0,
urn:ncyu.edu.tw:student:number:00234,109,2,師範學院,體育與健康休閒學系,學士班,,,4,30,11,,,0,0,
urn:ncyu.edu.tw:student:number:00235,109,2,師範學院,體育與健康休閒學系,學士班,,,5,4,0,4,0,0,0,
urn:ncyu.edu.tw:student:number:00236,109,2,師範學院,體育與健康休閒學系,學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00237,109,2,理工學院,土木與水資源工程學系,進修學士班,,,1,27,4,,,0,0,
urn:ncyu.edu.tw:student:number:00238,109,2,理工學院,土木與水資源工程學系,進修學士班,,,2,20,5,,,0,0,
urn:ncyu.edu.tw:student:number:00239,109,2,理工學院,土木與水資源工程學系,進修學士班,,,3,26,6,,,0,0,
urn:ncyu.edu.tw:student:number:00240,109,2,理工學院,土木與水資源工程學系,進修學士班,,,4,19,1,,,0,0,
urn:ncyu.edu.tw:student:number:00241,109,2,理工學院,土木與水資源工程學系,進修學士班,,,5,7,0,7,0,0,0,
urn:ncyu.edu.tw:student:number:00242,109,2,理工學院,土木與水資源工程學系,進修學士班,,,6,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00243,109,2,理工學院,土木與水資源工程學系,碩士在職專班,,,1,4,1,,,0,0,
urn:ncyu.edu.tw:student:number:00244,109,2,理工學院,土木與水資源工程學系,碩士在職專班,,,2,6,3,,,0,0,
urn:ncyu.edu.tw:student:number:00245,109,2,理工學院,土木與水資源工程學系,碩士在職專班,,,3,5,0,5,0,0,0,
urn:ncyu.edu.tw:student:number:00246,109,2,理工學院,土木與水資源工程學系,碩士在職專班,,,4,5,0,5,0,0,0,
urn:ncyu.edu.tw:student:number:00247,109,2,理工學院,土木與水資源工程學系,碩士班,,,1,4,3,,,0,0,
urn:ncyu.edu.tw:student:number:00248,109,2,理工學院,土木與水資源工程學系,碩士班,,,2,4,1,,,0,0,
urn:ncyu.edu.tw:student:number:00249,109,2,理工學院,土木與水資源工程學系,碩士班,,,4,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00250,109,2,理工學院,土木與水資源工程學系,學士班,,,1,33,11,,,0,0,
urn:ncyu.edu.tw:student:number:00251,109,2,理工學院,土木與水資源工程學系,學士班,,,2,37,6,,,0,0,
urn:ncyu.edu.tw:student:number:00252,109,2,理工學院,土木與水資源工程學系,學士班,,,3,34,9,,,0,0,
urn:ncyu.edu.tw:student:number:00253,109,2,理工學院,土木與水資源工程學系,學士班,,,4,34,10,,,0,0,
urn:ncyu.edu.tw:student:number:00254,109,2,理工學院,土木與水資源工程學系,學士班,,,5,10,0,10,0,0,0,
urn:ncyu.edu.tw:student:number:00255,109,2,理工學院,土木與水資源工程學系,學士班,,,6,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00256,109,2,理工學院,生物機電工程學系,進修學士班,,,1,34,2,,,0,0,
urn:ncyu.edu.tw:student:number:00257,109,2,理工學院,生物機電工程學系,進修學士班,,,2,43,0,,,0,0,
urn:ncyu.edu.tw:student:number:00258,109,2,理工學院,生物機電工程學系,進修學士班,,,3,24,2,,,0,0,
urn:ncyu.edu.tw:student:number:00259,109,2,理工學院,生物機電工程學系,進修學士班,,,4,28,2,,,0,0,
urn:ncyu.edu.tw:student:number:00260,109,2,理工學院,生物機電工程學系,進修學士班,,,5,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00261,109,2,理工學院,生物機電工程學系,碩士在職專班,,,1,5,2,,,0,0,
urn:ncyu.edu.tw:student:number:00262,109,2,理工學院,生物機電工程學系,碩士在職專班,,,2,9,2,,,0,0,
urn:ncyu.edu.tw:student:number:00263,109,2,理工學院,生物機電工程學系,碩士在職專班,,,3,7,1,7,1,0,0,
urn:ncyu.edu.tw:student:number:00264,109,2,理工學院,生物機電工程學系,碩士在職專班,,,4,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00265,109,2,理工學院,生物機電工程學系,碩士班,,,1,5,0,,,0,0,
urn:ncyu.edu.tw:student:number:00266,109,2,理工學院,生物機電工程學系,碩士班,,,2,8,1,,,0,0,
urn:ncyu.edu.tw:student:number:00267,109,2,理工學院,生物機電工程學系,碩士班,,,3,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:00268,109,2,理工學院,生物機電工程學系,碩士班,,,4,3,0,3,0,0,0,
urn:ncyu.edu.tw:student:number:00269,109,2,理工學院,生物機電工程學系,學士班,,,1,37,7,,,0,0,
urn:ncyu.edu.tw:student:number:00270,109,2,理工學院,生物機電工程學系,學士班,,,2,39,6,,,0,0,
urn:ncyu.edu.tw:student:number:00271,109,2,理工學院,生物機電工程學系,學士班,,,3,36,8,,,0,0,
urn:ncyu.edu.tw:student:number:00272,109,2,理工學院,生物機電工程學系,學士班,,,4,35,12,,,0,0,
urn:ncyu.edu.tw:student:number:00273,109,2,理工學院,生物機電工程學系,學士班,,,5,5,0,5,0,0,0,
urn:ncyu.edu.tw:student:number:00274,109,2,理工學院,資訊工程學系,博士班,,,1,1,0,,,0,0,
urn:ncyu.edu.tw:student:number:00275,109,2,理工學院,資訊工程學系,博士班,,,2,1,0,,,0,0,
urn:ncyu.edu.tw:student:number:00276,109,2,理工學院,資訊工程學系,博士班,,,4,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:00277,109,2,理工學院,資訊工程學系,博士班,,,6,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:00278,109,2,理工學院,資訊工程學系,碩士班,,,1,14,2,,,0,0,
urn:ncyu.edu.tw:student:number:00279,109,2,理工學院,資訊工程學系,碩士班,,,2,14,2,,,0,0,
urn:ncyu.edu.tw:student:number:00280,109,2,理工學院,資訊工程學系,碩士班,,,3,10,2,10,2,0,0,
urn:ncyu.edu.tw:student:number:00281,109,2,理工學院,資訊工程學系,碩士班,,,4,4,0,4,0,0,0,
urn:ncyu.edu.tw:student:number:00282,109,2,理工學院,資訊工程學系,學士班,,,1,35,17,,,0,0,
urn:ncyu.edu.tw:student:number:00283,109,2,理工學院,資訊工程學系,學士班,,,2,35,14,,,0,0,
urn:ncyu.edu.tw:student:number:00284,109,2,理工學院,資訊工程學系,學士班,,,3,38,9,,,0,0,
urn:ncyu.edu.tw:student:number:00285,109,2,理工學院,資訊工程學系,學士班,,,4,37,8,,,0,0,
urn:ncyu.edu.tw:student:number:00286,109,2,理工學院,資訊工程學系,學士班,,,5,7,0,7,0,0,0,
urn:ncyu.edu.tw:student:number:00287,109,2,理工學院,資訊工程學系,學士班,,,6,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:00288,109,2,理工學院,電子物理學系,碩士班,光電暨固態電子碩士班,,1,5,1,,,0,0,
urn:ncyu.edu.tw:student:number:00289,109,2,理工學院,電子物理學系,碩士班,光電暨固態電子碩士班,,2,5,0,,,0,0,
urn:ncyu.edu.tw:student:number:00290,109,2,理工學院,電子物理學系,碩士班,光電暨固態電子碩士班,,3,3,0,3,0,0,0,
urn:ncyu.edu.tw:student:number:00291,109,2,理工學院,電子物理學系,學士班,,,1,36,7,,,0,0,
urn:ncyu.edu.tw:student:number:00292,109,2,理工學院,電子物理學系,學士班,,,2,30,10,,,0,0,
urn:ncyu.edu.tw:student:number:00293,109,2,理工學院,電子物理學系,學士班,,,3,37,9,,,0,0,
urn:ncyu.edu.tw:student:number:00294,109,2,理工學院,電子物理學系,學士班,,,4,37,6,,,0,0,
urn:ncyu.edu.tw:student:number:00295,109,2,理工學院,電子物理學系,學士班,,,5,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00296,109,2,理工學院,電機工程學系,碩士班,,,1,8,0,,,0,0,
urn:ncyu.edu.tw:student:number:00297,109,2,理工學院,電機工程學系,碩士班,,,2,5,1,,,0,0,
urn:ncyu.edu.tw:student:number:00298,109,2,理工學院,電機工程學系,碩士班,,,3,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:00299,109,2,理工學院,電機工程學系,學士班,,,1,43,7,,,0,0,
urn:ncyu.edu.tw:student:number:00300,109,2,理工學院,電機工程學系,學士班,,,2,41,1,,,0,0,
urn:ncyu.edu.tw:student:number:00301,109,2,理工學院,電機工程學系,學士班,,,3,44,5,,,0,0,
urn:ncyu.edu.tw:student:number:00302,109,2,理工學院,電機工程學系,學士班,,,4,43,2,,,0,0,
urn:ncyu.edu.tw:student:number:00303,109,2,理工學院,電機工程學系,學士班,,,5,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00304,109,2,理工學院,電機工程學系,學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00305,109,2,理工學院,機械與能源工程學系,碩士班,,,1,5,0,,,0,0,
urn:ncyu.edu.tw:student:number:00306,109,2,理工學院,機械與能源工程學系,碩士班,,,2,7,0,,,0,0,
urn:ncyu.edu.tw:student:number:00307,109,2,理工學院,機械與能源工程學系,碩士班,,,3,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00308,109,2,理工學院,機械與能源工程學系,學士班,,,1,38,7,,,0,0,
urn:ncyu.edu.tw:student:number:00309,109,2,理工學院,機械與能源工程學系,學士班,,,2,34,2,,,0,0,
urn:ncyu.edu.tw:student:number:00310,109,2,理工學院,機械與能源工程學系,學士班,,,3,37,2,,,0,0,
urn:ncyu.edu.tw:student:number:00311,109,2,理工學院,機械與能源工程學系,學士班,,,4,36,3,,,0,0,
urn:ncyu.edu.tw:student:number:00312,109,2,理工學院,機械與能源工程學系,學士班,,,5,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00313,109,2,理工學院,機械與能源工程學系,學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00314,109,2,理工學院,應用化學系,博士班,,,1,1,0,,,0,0,
urn:ncyu.edu.tw:student:number:00315,109,2,理工學院,應用化學系,博士班,,,2,1,0,,,0,0,
urn:ncyu.edu.tw:student:number:00316,109,2,理工學院,應用化學系,博士班,,,3,1,0,,,0,0,
urn:ncyu.edu.tw:student:number:00317,109,2,理工學院,應用化學系,博士班,,,4,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00318,109,2,理工學院,應用化學系,博士班,,,5,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00319,109,2,理工學院,應用化學系,碩士班,,,1,8,6,,,0,0,
urn:ncyu.edu.tw:student:number:00320,109,2,理工學院,應用化學系,碩士班,,,2,5,5,,,0,0,
urn:ncyu.edu.tw:student:number:00321,109,2,理工學院,應用化學系,碩士班,,,3,3,1,3,1,0,0,
urn:ncyu.edu.tw:student:number:00322,109,2,理工學院,應用化學系,學士班,,,1,21,25,,,0,0,
urn:ncyu.edu.tw:student:number:00323,109,2,理工學院,應用化學系,學士班,,,2,22,20,,,0,0,
urn:ncyu.edu.tw:student:number:00324,109,2,理工學院,應用化學系,學士班,,,3,25,23,,,0,0,
urn:ncyu.edu.tw:student:number:00325,109,2,理工學院,應用化學系,學士班,,,4,17,18,,,0,0,
urn:ncyu.edu.tw:student:number:00326,109,2,理工學院,應用化學系,學士班,,,5,2,4,2,4,0,0,
urn:ncyu.edu.tw:student:number:00327,109,2,理工學院,應用化學系,學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00328,109,2,理工學院,應用數學系,碩士班,,,1,3,3,,,0,0,
urn:ncyu.edu.tw:student:number:00329,109,2,理工學院,應用數學系,碩士班,,,2,6,1,,,0,0,
urn:ncyu.edu.tw:student:number:00330,109,2,理工學院,應用數學系,碩士班,,,3,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00331,109,2,理工學院,應用數學系,碩士班,,,4,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00332,109,2,理工學院,應用數學系,學士班,,,1,32,14,,,0,0,
urn:ncyu.edu.tw:student:number:00333,109,2,理工學院,應用數學系,學士班,,,2,37,5,,,0,0,
urn:ncyu.edu.tw:student:number:00334,109,2,理工學院,應用數學系,學士班,,,3,34,9,,,0,0,
urn:ncyu.edu.tw:student:number:00335,109,2,理工學院,應用數學系,學士班,,,4,25,16,,,0,0,
urn:ncyu.edu.tw:student:number:00336,109,2,理工學院,應用數學系,學士班,,,5,4,1,4,1,0,0,
urn:ncyu.edu.tw:student:number:00337,109,2,理工學院,應用數學系,學士班,,,6,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00338,109,2,農學院,木質材料與設計學系,進修學士班,,,1,23,9,,,0,0,
urn:ncyu.edu.tw:student:number:00339,109,2,農學院,木質材料與設計學系,進修學士班,,,2,22,7,,,0,0,
urn:ncyu.edu.tw:student:number:00340,109,2,農學院,木質材料與設計學系,進修學士班,,,3,20,10,,,0,0,
urn:ncyu.edu.tw:student:number:00341,109,2,農學院,木質材料與設計學系,進修學士班,,,4,23,11,,,0,0,
urn:ncyu.edu.tw:student:number:00342,109,2,農學院,木質材料與設計學系,進修學士班,,,5,3,2,3,2,0,0,
urn:ncyu.edu.tw:student:number:00343,109,2,農學院,木質材料與設計學系,進修學士班,,,6,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00344,109,2,農學院,木質材料與設計學系,碩士班,,,1,6,1,,,0,0,
urn:ncyu.edu.tw:student:number:00345,109,2,農學院,木質材料與設計學系,碩士班,,,2,6,4,,,0,0,
urn:ncyu.edu.tw:student:number:00346,109,2,農學院,木質材料與設計學系,碩士班,,,3,3,1,3,1,0,0,
urn:ncyu.edu.tw:student:number:00347,109,2,農學院,木質材料與設計學系,學士班,,,1,17,21,,,0,0,
urn:ncyu.edu.tw:student:number:00348,109,2,農學院,木質材料與設計學系,學士班,,,2,13,20,,,0,0,
urn:ncyu.edu.tw:student:number:00349,109,2,農學院,木質材料與設計學系,學士班,,,3,23,16,,,0,0,
urn:ncyu.edu.tw:student:number:00350,109,2,農學院,木質材料與設計學系,學士班,,,4,21,19,,,0,0,
urn:ncyu.edu.tw:student:number:00351,109,2,農學院,木質材料與設計學系,學士班,,,5,5,0,5,0,0,0,
urn:ncyu.edu.tw:student:number:00352,109,2,農學院,木質材料與設計學系,學士班,,,6,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:00353,109,2,農學院,生物農業科技學系,碩士班,,,1,5,1,,,0,0,
urn:ncyu.edu.tw:student:number:00354,109,2,農學院,生物農業科技學系,碩士班,,,2,5,3,,,0,0,
urn:ncyu.edu.tw:student:number:00355,109,2,農學院,生物農業科技學系,碩士班,,,3,3,0,3,0,0,0,
urn:ncyu.edu.tw:student:number:00356,109,2,農學院,生物農業科技學系,碩士班,,,4,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00357,109,2,農學院,生物農業科技學系,學士班,,,1,18,22,,,0,0,
urn:ncyu.edu.tw:student:number:00358,109,2,農學院,生物農業科技學系,學士班,,,2,19,15,,,0,0,
urn:ncyu.edu.tw:student:number:00359,109,2,農學院,生物農業科技學系,學士班,,,3,12,28,,,0,0,
urn:ncyu.edu.tw:student:number:00360,109,2,農學院,生物農業科技學系,學士班,,,4,21,17,,,0,0,
urn:ncyu.edu.tw:student:number:00361,109,2,農學院,生物農業科技學系,學士班,,,5,3,1,3,1,0,0,
urn:ncyu.edu.tw:student:number:00362,109,2,農學院,動物科學系,進修學士班,,,1,22,21,,,0,0,
urn:ncyu.edu.tw:student:number:00363,109,2,農學院,動物科學系,進修學士班,,,2,24,11,,,0,0,
urn:ncyu.edu.tw:student:number:00364,109,2,農學院,動物科學系,進修學士班,,,3,12,13,,,0,0,
urn:ncyu.edu.tw:student:number:00365,109,2,農學院,動物科學系,進修學士班,,,4,17,13,,,0,0,
urn:ncyu.edu.tw:student:number:00366,109,2,農學院,動物科學系,進修學士班,,,5,5,3,5,3,0,0,
urn:ncyu.edu.tw:student:number:00367,109,2,農學院,動物科學系,進修學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00368,109,2,農學院,動物科學系,碩士班,,,1,5,3,,,0,0,
urn:ncyu.edu.tw:student:number:00369,109,2,農學院,動物科學系,碩士班,,,2,5,2,,,0,0,
urn:ncyu.edu.tw:student:number:00370,109,2,農學院,動物科學系,碩士班,,,3,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:00371,109,2,農學院,動物科學系,碩士班,,,4,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:00372,109,2,農學院,動物科學系,學士班,,,1,25,23,,,0,0,
urn:ncyu.edu.tw:student:number:00373,109,2,農學院,動物科學系,學士班,,,2,17,31,,,0,0,
urn:ncyu.edu.tw:student:number:00374,109,2,農學院,動物科學系,學士班,,,3,12,22,,,0,0,
urn:ncyu.edu.tw:student:number:00375,109,2,農學院,動物科學系,學士班,,,4,22,18,,,0,0,
urn:ncyu.edu.tw:student:number:00376,109,2,農學院,動物科學系,學士班,,,5,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:00377,109,2,農學院,景觀學系,碩士班,,,1,1,3,,,0,0,
urn:ncyu.edu.tw:student:number:00378,109,2,農學院,景觀學系,碩士班,,,2,2,2,,,0,0,
urn:ncyu.edu.tw:student:number:00379,109,2,農學院,景觀學系,碩士班,,,3,1,4,1,4,0,0,
urn:ncyu.edu.tw:student:number:00380,109,2,農學院,景觀學系,碩士班,,,4,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:00381,109,2,農學院,景觀學系,學士班,,,1,15,28,,,0,0,
urn:ncyu.edu.tw:student:number:00382,109,2,農學院,景觀學系,學士班,,,2,13,18,,,0,0,
urn:ncyu.edu.tw:student:number:00383,109,2,農學院,景觀學系,學士班,,,3,12,27,,,0,0,
urn:ncyu.edu.tw:student:number:00384,109,2,農學院,景觀學系,學士班,,,4,8,19,,,0,0,
urn:ncyu.edu.tw:student:number:00385,109,2,農學院,景觀學系,學士班,,,5,3,2,3,2,0,0,
urn:ncyu.edu.tw:student:number:00386,109,2,農學院,森林暨自然資源學系,碩士在職專班,,,4,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:00387,109,2,農學院,森林暨自然資源學系,碩士班,,,1,9,3,,,0,0,
urn:ncyu.edu.tw:student:number:00388,109,2,農學院,森林暨自然資源學系,碩士班,,,2,5,6,,,0,0,
urn:ncyu.edu.tw:student:number:00389,109,2,農學院,森林暨自然資源學系,碩士班,,,3,2,2,2,2,0,0,
urn:ncyu.edu.tw:student:number:00390,109,2,農學院,森林暨自然資源學系,碩士班,,,4,1,2,1,2,0,0,
urn:ncyu.edu.tw:student:number:00391,109,2,農學院,森林暨自然資源學系,學士班,,,1,17,24,,,0,0,
urn:ncyu.edu.tw:student:number:00392,109,2,農學院,森林暨自然資源學系,學士班,,,2,18,22,,,0,0,
urn:ncyu.edu.tw:student:number:00393,109,2,農學院,森林暨自然資源學系,學士班,,,3,20,18,,,0,0,
urn:ncyu.edu.tw:student:number:00394,109,2,農學院,森林暨自然資源學系,學士班,,,4,23,10,,,0,0,
urn:ncyu.edu.tw:student:number:00395,109,2,農學院,植物醫學系,碩士班,,,1,6,4,,,0,0,
urn:ncyu.edu.tw:student:number:00396,109,2,農學院,植物醫學系,碩士班,,,2,4,2,,,0,0,
urn:ncyu.edu.tw:student:number:00397,109,2,農學院,植物醫學系,碩士班,,,3,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:00398,109,2,農學院,植物醫學系,學士班,,,1,22,15,,,0,0,
urn:ncyu.edu.tw:student:number:00399,109,2,農學院,植物醫學系,學士班,,,2,17,17,,,0,0,
urn:ncyu.edu.tw:student:number:00400,109,2,農學院,植物醫學系,學士班,,,3,20,13,,,0,0,
urn:ncyu.edu.tw:student:number:00401,109,2,農學院,植物醫學系,學士班,,,4,18,21,,,0,0,
urn:ncyu.edu.tw:student:number:00402,109,2,農學院,植物醫學系,學士班,,,5,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00403,109,2,農學院,園藝學系,進修學士班,,,1,14,11,,,0,0,
urn:ncyu.edu.tw:student:number:00404,109,2,農學院,園藝學系,進修學士班,,,2,22,13,,,0,0,
urn:ncyu.edu.tw:student:number:00405,109,2,農學院,園藝學系,進修學士班,,,3,21,10,,,0,0,
urn:ncyu.edu.tw:student:number:00406,109,2,農學院,園藝學系,進修學士班,,,4,13,17,,,0,0,
urn:ncyu.edu.tw:student:number:00407,109,2,農學院,園藝學系,進修學士班,,,5,7,2,7,2,0,0,
urn:ncyu.edu.tw:student:number:00408,109,2,農學院,園藝學系,碩士班,,,1,4,2,,,0,0,
urn:ncyu.edu.tw:student:number:00409,109,2,農學院,園藝學系,碩士班,,,2,2,4,,,0,0,
urn:ncyu.edu.tw:student:number:00410,109,2,農學院,園藝學系,碩士班,,,3,2,4,2,4,0,0,
urn:ncyu.edu.tw:student:number:00411,109,2,農學院,園藝學系,碩士班,,,4,3,2,3,2,0,0,
urn:ncyu.edu.tw:student:number:00412,109,2,農學院,園藝學系,學士班,,,1,25,18,,,0,0,
urn:ncyu.edu.tw:student:number:00413,109,2,農學院,園藝學系,學士班,,,2,17,23,,,0,0,
urn:ncyu.edu.tw:student:number:00414,109,2,農學院,園藝學系,學士班,,,3,24,16,,,0,0,
urn:ncyu.edu.tw:student:number:00415,109,2,農學院,園藝學系,學士班,,,4,17,22,,,0,0,
urn:ncyu.edu.tw:student:number:00416,109,2,農學院,園藝學系,學士班,,,5,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:00417,109,2,農學院,園藝學系,學士班,,,6,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:00418,109,2,農學院,農場管理進修學士學位學程,進修學士班,,,1,50,25,,,0,0,
urn:ncyu.edu.tw:student:number:00419,109,2,農學院,農場管理進修學士學位學程,進修學士班,,,2,46,32,,,0,0,
